customer_id,num_failed_logins,num_fraud_attempts,encryption_type,biometric_auth,two_factor_auth,recent_security_update,firewall_enabled
175,1,2,4G,Disabled,FALSE,TRUE,No
176,6,0,WiFi,Enabled,FALSE,TRUE,Yes
177,9,3,3G,Enabled,FALSE,FALSE,Yes
178,1,2,4G,Disabled,FALSE,TRUE,Yes
179,8,1,5G,Enabled,TRUE,TRUE,No
180,5,2,WiFi,Disabled,FALSE,TRUE,No
181,6,4,4G,Enabled,FALSE,TRUE,Yes
182,3,4,4G,Disabled,TRUE,FALSE,Yes
183,5,3,5G,Disabled,TRUE,FALSE,Yes
184,5,1,WiFi,Enabled,FALSE,TRUE,No
185,5,2,5G,Enabled,FALSE,TRUE,No
186,8,4,4G,Disabled,FALSE,FALSE,No
187,4,1,4G,Disabled,FALSE,TRUE,No
188,5,2,WiFi,Disabled,FALSE,FALSE,Yes
189,1,3,5G,Enabled,FALSE,TRUE,No
190,9,4,3G,Disabled,FALSE,TRUE,No
191,7,3,5G,Enabled,FALSE,TRUE,No
192,1,4,5G,Enabled,FALSE,TRUE,Yes
193,7,0,5G,Disabled,FALSE,TRUE,Yes
194,5,0,3G,Disabled,TRUE,TRUE,No
195,0,3,5G,Disabled,FALSE,FALSE,No
196,5,0,4G,Disabled,FALSE,TRUE,Yes
197,5,2,3G,Enabled,FALSE,TRUE,Yes
198,7,1,4G,Disabled,FALSE,FALSE,No
199,8,2,3G,Disabled,FALSE,FALSE,Yes
200,6,1,WiFi,Enabled,TRUE,TRUE,Yes
201,8,1,4G,Disabled,FALSE,TRUE,No
202,6,2,4G,Disabled,TRUE,FALSE,No
203,3,3,4G,Disabled,TRUE,TRUE,No
204,1,0,4G,Disabled,TRUE,TRUE,No
205,7,0,WiFi,Disabled,TRUE,TRUE,Yes
206,8,0,5G,Disabled,FALSE,TRUE,No
207,4,4,3G,Disabled,TRUE,TRUE,Yes
208,0,3,4G,Disabled,TRUE,TRUE,No
209,3,2,3G,Enabled,FALSE,TRUE,No
210,9,2,4G,Disabled,TRUE,TRUE,No
211,8,3,4G,Disabled,FALSE,TRUE,Yes
212,2,1,WiFi,Enabled,FALSE,TRUE,No
213,0,1,5G,Disabled,TRUE,FALSE,No
214,6,3,4G,Enabled,TRUE,TRUE,No
215,6,3,4G,Disabled,TRUE,TRUE,No
216,5,1,4G,Enabled,FALSE,FALSE,No
217,2,1,WiFi,Enabled,FALSE,FALSE,Yes
218,9,2,4G,Disabled,FALSE,TRUE,Yes
219,2,2,4G,Enabled,FALSE,TRUE,Yes
220,8,2,4G,Enabled,TRUE,TRUE,Yes
221,2,4,5G,Enabled,FALSE,TRUE,Yes
222,4,4,3G,Enabled,TRUE,TRUE,No
223,5,2,4G,Disabled,FALSE,FALSE,Yes
224,9,0,4G,Disabled,FALSE,FALSE,No
225,6,3,5G,Disabled,TRUE,TRUE,No
226,1,1,4G,Disabled,FALSE,FALSE,Yes
227,7,2,4G,Enabled,TRUE,FALSE,Yes
228,2,3,4G,Disabled,FALSE,FALSE,No
229,5,4,4G,Disabled,FALSE,FALSE,Yes
230,8,0,5G,Disabled,FALSE,FALSE,Yes
231,5,1,5G,Disabled,FALSE,TRUE,No
232,1,1,WiFi,Disabled,FALSE,TRUE,No
233,5,2,5G,Enabled,FALSE,FALSE,Yes
234,9,3,WiFi,Enabled,FALSE,TRUE,Yes
235,2,3,3G,Disabled,FALSE,FALSE,Yes
236,7,0,WiFi,Disabled,TRUE,TRUE,No
237,1,1,3G,Enabled,TRUE,TRUE,No
238,2,2,3G,Disabled,TRUE,TRUE,No
239,0,3,3G,Enabled,FALSE,TRUE,Yes
240,8,1,5G,Disabled,TRUE,TRUE,Yes
241,4,4,3G,Enabled,TRUE,TRUE,No
242,6,3,4G,Enabled,FALSE,TRUE,Yes
243,4,1,3G,Enabled,FALSE,FALSE,Yes
244,1,4,WiFi,Enabled,FALSE,TRUE,Yes
245,7,0,5G,Enabled,FALSE,TRUE,Yes
246,1,1,4G,Disabled,FALSE,TRUE,No
247,2,4,WiFi,Disabled,TRUE,FALSE,No
248,9,2,3G,Disabled,TRUE,TRUE,No
249,6,1,3G,Enabled,TRUE,FALSE,No
250,0,2,WiFi,Disabled,FALSE,FALSE,No
251,9,2,5G,Disabled,FALSE,TRUE,Yes
252,3,0,4G,Enabled,TRUE,TRUE,Yes
253,7,0,3G,Disabled,TRUE,TRUE,Yes
254,5,0,3G,Enabled,FALSE,TRUE,Yes
255,0,0,5G,Disabled,FALSE,FALSE,Yes
256,0,1,4G,Enabled,FALSE,TRUE,Yes
257,2,2,4G,Disabled,TRUE,TRUE,No
258,8,4,3G,Disabled,FALSE,TRUE,Yes
259,2,0,3G,Enabled,FALSE,TRUE,Yes
260,9,2,4G,Disabled,TRUE,TRUE,No
261,6,4,5G,Enabled,TRUE,TRUE,Yes
262,6,2,5G,Disabled,FALSE,FALSE,No
263,8,2,4G,Enabled,FALSE,TRUE,No
264,4,3,WiFi,Enabled,FALSE,FALSE,No
265,2,2,WiFi,Enabled,FALSE,TRUE,Yes
266,7,2,WiFi,Enabled,FALSE,FALSE,Yes
267,9,3,4G,Enabled,TRUE,FALSE,Yes
268,2,2,4G,Enabled,FALSE,TRUE,No
269,5,2,4G,Disabled,FALSE,TRUE,No
270,6,0,4G,Disabled,FALSE,FALSE,Yes
271,8,4,3G,Enabled,FALSE,TRUE,Yes
272,2,1,4G,Disabled,FALSE,FALSE,No
273,9,4,3G,Disabled,TRUE,TRUE,No
274,6,0,WiFi,Enabled,FALSE,TRUE,Yes
275,8,1,3G,Enabled,TRUE,TRUE,No
276,1,0,5G,Disabled,TRUE,TRUE,No
277,5,1,3G,Disabled,TRUE,TRUE,No
278,3,0,5G,Disabled,FALSE,TRUE,No
279,4,2,5G,Enabled,TRUE,FALSE,No
280,6,2,WiFi,Disabled,FALSE,TRUE,Yes
281,6,4,5G,Enabled,FALSE,TRUE,Yes
282,5,1,4G,Enabled,FALSE,TRUE,No
283,6,4,3G,Disabled,FALSE,FALSE,No
284,1,2,3G,Enabled,TRUE,TRUE,Yes
285,1,0,WiFi,Enabled,TRUE,TRUE,Yes
286,2,2,5G,Disabled,TRUE,FALSE,Yes
287,7,0,3G,Disabled,TRUE,TRUE,No
288,0,1,4G,Enabled,FALSE,TRUE,No
289,7,1,WiFi,Disabled,TRUE,TRUE,No
290,2,3,WiFi,Disabled,FALSE,FALSE,Yes
291,9,2,5G,Enabled,FALSE,TRUE,Yes
292,2,0,WiFi,Disabled,FALSE,TRUE,No
293,4,2,4G,Disabled,FALSE,TRUE,No
294,4,3,4G,Enabled,FALSE,FALSE,Yes
295,8,1,5G,Disabled,FALSE,TRUE,No
296,4,4,4G,Disabled,TRUE,FALSE,No
297,2,2,4G,Disabled,FALSE,TRUE,Yes
298,0,2,3G,Enabled,FALSE,FALSE,Yes
299,6,4,WiFi,Enabled,FALSE,TRUE,Yes
300,8,1,3G,Disabled,FALSE,TRUE,Yes
301,6,3,3G,Disabled,FALSE,TRUE,No
302,6,4,4G,Disabled,TRUE,FALSE,Yes
303,3,2,5G,Enabled,TRUE,TRUE,No
304,1,1,5G,Disabled,FALSE,FALSE,No
305,2,1,4G,Disabled,FALSE,FALSE,Yes
306,3,1,5G,Disabled,FALSE,TRUE,Yes
307,8,2,4G,Enabled,TRUE,TRUE,No
308,0,2,3G,Enabled,TRUE,TRUE,Yes
309,5,3,5G,Enabled,FALSE,TRUE,No
310,7,0,4G,Enabled,FALSE,TRUE,No
311,1,0,3G,Disabled,TRUE,FALSE,No
312,1,2,5G,Enabled,FALSE,TRUE,No
313,6,2,4G,Enabled,FALSE,TRUE,Yes
314,8,4,3G,Disabled,FALSE,FALSE,Yes
315,5,3,4G,Disabled,FALSE,TRUE,Yes
316,1,1,3G,Enabled,FALSE,FALSE,No
317,0,3,5G,Disabled,FALSE,TRUE,Yes
318,0,1,4G,Disabled,TRUE,TRUE,Yes
319,4,4,3G,Enabled,TRUE,TRUE,Yes
320,4,0,4G,Enabled,FALSE,TRUE,No
321,6,0,WiFi,Disabled,TRUE,TRUE,No
322,7,2,4G,Enabled,TRUE,TRUE,Yes
323,5,2,4G,Enabled,TRUE,FALSE,No
324,7,2,4G,Disabled,TRUE,TRUE,No
325,0,4,4G,Enabled,TRUE,FALSE,Yes
326,7,2,4G,Disabled,TRUE,TRUE,No
327,6,1,3G,Enabled,FALSE,FALSE,No
328,0,2,WiFi,Enabled,FALSE,TRUE,No
329,3,2,5G,Enabled,FALSE,TRUE,No
330,2,3,3G,Enabled,FALSE,TRUE,No
331,1,4,4G,Disabled,FALSE,TRUE,No
332,3,1,3G,Disabled,FALSE,TRUE,Yes
333,3,1,5G,Disabled,FALSE,TRUE,No
334,6,0,3G,Enabled,FALSE,TRUE,No
335,3,1,WiFi,Disabled,TRUE,TRUE,No
336,7,4,3G,Disabled,FALSE,TRUE,No
337,0,4,3G,Disabled,FALSE,FALSE,Yes
338,9,4,WiFi,Disabled,FALSE,FALSE,No
339,2,4,5G,Enabled,TRUE,TRUE,Yes
340,2,4,3G,Enabled,FALSE,FALSE,No
341,1,3,3G,Disabled,FALSE,TRUE,Yes
342,4,4,3G,Enabled,FALSE,TRUE,Yes
343,4,0,3G,Disabled,TRUE,FALSE,No
344,1,2,5G,Enabled,TRUE,TRUE,No
345,4,0,4G,Enabled,FALSE,FALSE,No
346,1,2,WiFi,Enabled,TRUE,TRUE,No
347,3,1,WiFi,Enabled,FALSE,FALSE,Yes
348,8,2,WiFi,Enabled,TRUE,TRUE,No
349,9,0,5G,Enabled,FALSE,TRUE,Yes
350,9,4,4G,Enabled,FALSE,TRUE,No
351,2,2,WiFi,Disabled,FALSE,TRUE,Yes
352,8,1,5G,Enabled,FALSE,FALSE,Yes
353,1,0,5G,Disabled,TRUE,TRUE,Yes
354,5,2,5G,Enabled,TRUE,FALSE,No
355,3,2,4G,Enabled,FALSE,FALSE,No
356,0,4,WiFi,Disabled,TRUE,TRUE,Yes
357,5,3,3G,Disabled,FALSE,TRUE,No
358,8,1,5G,Disabled,FALSE,TRUE,Yes
359,5,2,5G,Enabled,FALSE,FALSE,Yes
360,7,3,5G,Enabled,TRUE,TRUE,Yes
361,0,3,WiFi,Disabled,TRUE,TRUE,No
362,4,2,5G,Enabled,FALSE,TRUE,Yes
363,7,0,3G,Enabled,TRUE,TRUE,Yes
364,2,3,3G,Enabled,FALSE,TRUE,Yes
365,6,3,WiFi,Enabled,TRUE,TRUE,Yes
366,0,4,5G,Disabled,TRUE,TRUE,Yes
367,9,2,WiFi,Disabled,FALSE,TRUE,Yes
368,4,4,3G,Enabled,FALSE,TRUE,No
369,5,0,5G,Enabled,FALSE,FALSE,Yes
370,2,3,WiFi,Enabled,TRUE,TRUE,Yes
371,3,2,4G,Disabled,FALSE,FALSE,No
372,0,4,5G,Disabled,FALSE,FALSE,Yes
373,1,2,4G,Disabled,FALSE,TRUE,No
374,8,0,WiFi,Enabled,TRUE,TRUE,Yes
375,0,3,4G,Disabled,FALSE,TRUE,Yes
376,6,4,5G,Enabled,FALSE,TRUE,No
377,0,1,3G,Enabled,TRUE,TRUE,Yes
378,7,4,5G,Disabled,TRUE,TRUE,No
379,9,0,5G,Enabled,FALSE,FALSE,Yes
380,7,1,4G,Enabled,TRUE,FALSE,Yes
381,4,0,WiFi,Enabled,FALSE,TRUE,No
382,2,2,5G,Enabled,FALSE,TRUE,Yes
383,5,3,WiFi,Disabled,FALSE,FALSE,Yes
384,4,1,4G,Enabled,FALSE,TRUE,Yes
385,1,3,5G,Enabled,FALSE,TRUE,Yes
386,6,4,4G,Disabled,TRUE,TRUE,No
387,8,0,4G,Disabled,FALSE,TRUE,No
388,2,3,5G,Enabled,FALSE,TRUE,Yes
389,3,4,WiFi,Enabled,FALSE,TRUE,Yes
390,9,3,WiFi,Enabled,TRUE,TRUE,No
391,6,4,3G,Enabled,FALSE,TRUE,Yes
392,3,0,3G,Enabled,FALSE,TRUE,Yes
393,8,1,WiFi,Disabled,FALSE,TRUE,No
394,5,2,WiFi,Enabled,FALSE,FALSE,Yes
395,0,2,WiFi,Disabled,FALSE,TRUE,Yes
396,7,4,5G,Disabled,TRUE,TRUE,Yes
397,5,2,3G,Enabled,TRUE,TRUE,Yes
398,2,1,4G,Enabled,FALSE,FALSE,No
399,6,3,5G,Enabled,FALSE,TRUE,No
400,7,3,WiFi,Enabled,FALSE,TRUE,No
401,7,0,4G,Enabled,TRUE,TRUE,Yes
402,6,4,3G,Enabled,TRUE,FALSE,No
403,6,1,4G,Disabled,FALSE,TRUE,No
404,6,2,3G,Enabled,TRUE,TRUE,Yes
405,4,3,WiFi,Disabled,FALSE,FALSE,No
406,2,2,4G,Enabled,FALSE,TRUE,No
407,7,0,5G,Enabled,FALSE,TRUE,No
408,5,1,WiFi,Disabled,FALSE,TRUE,Yes
409,3,2,3G,Disabled,TRUE,FALSE,No
410,3,1,3G,Enabled,TRUE,TRUE,Yes
411,2,4,WiFi,Enabled,TRUE,TRUE,Yes
412,1,3,4G,Enabled,FALSE,FALSE,No
413,4,3,5G,Enabled,FALSE,TRUE,Yes
414,2,4,3G,Enabled,FALSE,FALSE,Yes
415,2,2,4G,Enabled,FALSE,TRUE,No
416,8,2,WiFi,Disabled,FALSE,TRUE,No
417,4,2,4G,Enabled,FALSE,TRUE,No
418,0,2,WiFi,Disabled,FALSE,TRUE,Yes
419,7,3,3G,Disabled,TRUE,TRUE,Yes
420,2,2,4G,Disabled,FALSE,TRUE,Yes
421,3,1,WiFi,Disabled,FALSE,FALSE,No
422,1,1,WiFi,Enabled,TRUE,FALSE,No
423,8,1,4G,Enabled,TRUE,TRUE,No
424,8,4,4G,Disabled,FALSE,FALSE,Yes
425,5,4,5G,Disabled,FALSE,TRUE,No
426,7,3,4G,Disabled,TRUE,FALSE,Yes
427,1,0,4G,Disabled,FALSE,TRUE,Yes
428,0,1,4G,Enabled,FALSE,TRUE,Yes
429,8,1,5G,Disabled,FALSE,TRUE,Yes
430,6,0,WiFi,Disabled,FALSE,TRUE,No
431,2,2,3G,Disabled,TRUE,TRUE,Yes
432,8,3,3G,Disabled,TRUE,FALSE,Yes
433,1,4,4G,Enabled,TRUE,FALSE,No
434,8,2,4G,Disabled,TRUE,TRUE,No
435,8,1,5G,Disabled,FALSE,TRUE,No
436,7,1,5G,Disabled,TRUE,FALSE,Yes
437,3,2,4G,Disabled,FALSE,FALSE,Yes
438,6,2,WiFi,Disabled,TRUE,FALSE,Yes
439,2,2,4G,Enabled,TRUE,TRUE,Yes
440,9,0,4G,Disabled,TRUE,TRUE,No
441,7,3,3G,Disabled,TRUE,TRUE,Yes
442,9,2,3G,Enabled,FALSE,FALSE,Yes
443,1,1,3G,Disabled,TRUE,TRUE,No
444,2,0,WiFi,Disabled,FALSE,TRUE,No
445,0,3,4G,Enabled,TRUE,FALSE,Yes
446,9,1,5G,Enabled,TRUE,TRUE,Yes
447,7,0,WiFi,Enabled,FALSE,FALSE,No
448,8,3,4G,Disabled,TRUE,FALSE,No
449,1,1,3G,Enabled,FALSE,TRUE,Yes
450,1,1,WiFi,Enabled,FALSE,TRUE,No
451,9,0,WiFi,Enabled,FALSE,TRUE,Yes
452,3,2,4G,Enabled,FALSE,TRUE,No
453,5,4,3G,Disabled,FALSE,TRUE,Yes
454,1,2,WiFi,Disabled,FALSE,TRUE,No
455,4,4,5G,Disabled,TRUE,FALSE,Yes
456,4,4,5G,Disabled,FALSE,TRUE,Yes
457,8,2,4G,Disabled,TRUE,FALSE,No
458,0,2,4G,Enabled,FALSE,FALSE,No
459,9,3,3G,Enabled,FALSE,TRUE,Yes
460,5,3,5G,Disabled,TRUE,FALSE,Yes
461,4,3,3G,Enabled,FALSE,TRUE,Yes
462,7,4,3G,Enabled,FALSE,FALSE,No
463,7,4,5G,Disabled,FALSE,FALSE,No
464,7,0,WiFi,Disabled,TRUE,FALSE,No
465,6,1,5G,Disabled,FALSE,FALSE,No
466,8,4,5G,Enabled,FALSE,TRUE,Yes
467,3,1,5G,Enabled,FALSE,TRUE,No
468,5,0,3G,Enabled,FALSE,TRUE,Yes
469,4,1,5G,Enabled,TRUE,FALSE,Yes
470,4,4,4G,Disabled,TRUE,TRUE,Yes
471,0,1,4G,Disabled,TRUE,FALSE,No
472,2,4,WiFi,Disabled,FALSE,TRUE,Yes
473,6,0,4G,Disabled,TRUE,FALSE,No
474,6,1,3G,Disabled,TRUE,FALSE,No
475,6,0,4G,Disabled,FALSE,FALSE,Yes
476,1,1,4G,Disabled,FALSE,TRUE,Yes
477,7,4,WiFi,Disabled,FALSE,FALSE,No
478,9,0,3G,Disabled,FALSE,TRUE,No
479,8,2,WiFi,Enabled,FALSE,TRUE,No
480,5,4,3G,Enabled,FALSE,TRUE,No
481,3,0,4G,Enabled,TRUE,FALSE,Yes
482,5,1,WiFi,Enabled,FALSE,FALSE,No
483,4,2,4G,Enabled,TRUE,FALSE,Yes
484,5,0,3G,Disabled,TRUE,TRUE,No
485,1,4,3G,Disabled,TRUE,FALSE,No
486,3,2,4G,Enabled,FALSE,TRUE,No
487,3,2,5G,Enabled,FALSE,FALSE,No
488,9,3,WiFi,Disabled,FALSE,FALSE,No
489,1,2,WiFi,Disabled,TRUE,TRUE,Yes
490,9,1,5G,Enabled,FALSE,FALSE,Yes
491,5,3,3G,Enabled,FALSE,TRUE,No
492,1,4,3G,Enabled,FALSE,FALSE,No
493,6,4,WiFi,Disabled,FALSE,FALSE,No
494,9,2,5G,Disabled,FALSE,TRUE,Yes
495,4,0,4G,Disabled,FALSE,FALSE,Yes
496,2,4,WiFi,Disabled,FALSE,TRUE,Yes
497,3,4,3G,Disabled,TRUE,TRUE,No
498,3,0,4G,Enabled,FALSE,TRUE,Yes
499,9,4,3G,Disabled,FALSE,TRUE,No
500,3,2,WiFi,Enabled,TRUE,TRUE,Yes
501,9,4,3G,Disabled,FALSE,TRUE,No
502,4,4,3G,Disabled,TRUE,TRUE,No
503,2,4,4G,Disabled,TRUE,TRUE,No
504,2,2,5G,Disabled,FALSE,TRUE,No
505,0,2,3G,Enabled,FALSE,TRUE,No
