customer_id,active_services,monthly_recharges,roaming_status,streaming_service_user,gaming_usage_hours,ar_vr_usage,cloud_storage_user,iot_devices_connected
227,3,1,Yes,TRUE,11.98,0.754,FALSE,3
228,6,1,No,FALSE,22.696,2.331,FALSE,1
229,8,1,Yes,FALSE,13.969,0.138,FALSE,4
230,6,4,No,TRUE,12.269,0.573,FALSE,5
231,1,2,No,TRUE,7.209,1.805,TRUE,4
232,3,1,No,FALSE,27.343,4.258,FALSE,3
233,1,1,Yes,FALSE,7.636,0.141,FALSE,1
234,7,4,Yes,FALSE,1.636,1.634,FALSE,1
235,9,4,No,TRUE,17.135,3.519,FALSE,4
236,7,4,No,TRUE,3.552,3.03,FALSE,5
237,6,3,Yes,FALSE,14.172,3.592,FALSE,0
238,9,2,No,TRUE,17.242,2.457,FALSE,0
239,8,4,No,TRUE,29.362,1.291,FALSE,1
240,6,3,Yes,FALSE,7.573,3.558,FALSE,1
241,4,4,No,TRUE,17.036,4.07,TRUE,2
242,3,4,Yes,TRUE,25.448,1.549,FALSE,2
243,5,3,Yes,FALSE,10.544,1.488,FALSE,4
244,5,1,Yes,FALSE,2.317,4.705,TRUE,1
245,2,4,Yes,FALSE,7.774,4.663,FALSE,3
246,3,2,No,TRUE,15.153,0.453,FALSE,3
247,8,2,No,TRUE,3.41,2.97,TRUE,5
248,3,3,No,FALSE,9.39,0.341,FALSE,5
249,1,21,Yes,FALSE,29.399,3.958,FALSE,2
250,8,3,No,TRUE,27.922,3.441,FALSE,5
251,8,1,No,FALSE,16.503,0.081,FALSE,3
252,1,4,Yes,FALSE,24.343,0.452,FALSE,4
253,1,4,Yes,FALSE,26.328,1.269,TRUE,4
254,6,4,Yes,FALSE,18.569,2.371,TRUE,0
255,5,2,No,TRUE,5.251,4.85,FALSE,0
256,8,4,Yes,TRUE,27.64,3.136,TRUE,1
257,6,1,Yes,TRUE,11.25,3.835,FALSE,2
258,9,2,No,FALSE,22.143,4.724,FALSE,3
259,5,1,Yes,FALSE,11.32,2.349,FALSE,2
260,8,2,No,FALSE,1.237,4.994,FALSE,2
261,2,1,No,TRUE,29.713,4.01,FALSE,2
262,8,1,Yes,FALSE,29.513,3.719,FALSE,0
263,5,23,No,FALSE,7.484,4.138,TRUE,0
264,7,3,Yes,TRUE,29.027,4.884,TRUE,2
265,3,2,Yes,FALSE,24.049,1.053,TRUE,4
266,5,3,Yes,TRUE,14.829,3.033,FALSE,3
267,7,3,No,FALSE,5.775,1.179,FALSE,1
268,2,3,No,FALSE,18.989,1.447,FALSE,1
269,7,3,No,FALSE,5.566,1.304,FALSE,2
270,8,4,No,TRUE,20.105,0.798,TRUE,2
271,9,2,Yes,TRUE,0.306,1.915,FALSE,1
272,2,1,No,TRUE,16.913,3.799,TRUE,1
273,6,2,Yes,FALSE,16.821,1.594,FALSE,4
274,9,4,No,TRUE,17.605,2.538,FALSE,0
275,6,2,Yes,FALSE,22.002,4.498,FALSE,2
276,8,3,Yes,TRUE,25.531,4.935,FALSE,2
277,3,4,No,FALSE,6.179,2.558,FALSE,0
278,4,3,Yes,FALSE,27.224,4.931,FALSE,4
279,9,2,Yes,FALSE,5.223,2.357,TRUE,5
280,3,3,No,FALSE,28.879,4.07,FALSE,4
281,4,2,No,FALSE,5.445,1.532,FALSE,0
282,4,4,Yes,TRUE,29.987,3.98,FALSE,0
283,3,4,Yes,TRUE,17.4,1.923,FALSE,2
284,1,3,Yes,FALSE,11.363,4.074,FALSE,1
285,8,2,Yes,FALSE,5.564,0.457,FALSE,4
286,9,1,No,FALSE,23.339,1.283,FALSE,5
287,3,3,No,FALSE,14.811,0.092,FALSE,3
288,4,3,No,FALSE,17.943,2.334,FALSE,5
289,8,1,Yes,FALSE,18.938,0.788,FALSE,0
290,3,4,Yes,TRUE,21.921,3.738,FALSE,2
291,3,2,Yes,TRUE,2.743,3.253,FALSE,2
292,4,2,No,TRUE,3.614,0.994,FALSE,3
293,5,4,Yes,FALSE,6.315,2.436,FALSE,2
294,7,3,Yes,TRUE,1.718,3.471,FALSE,4
295,5,2,Yes,FALSE,23.247,2.499,FALSE,5
296,8,1,Yes,TRUE,10.099,3.587,TRUE,0
297,2,3,Yes,FALSE,22.703,1.245,FALSE,3
298,5,2,Yes,TRUE,27.789,1.714,FALSE,0
299,2,4,No,TRUE,4.962,0.895,FALSE,4
300,3,1,Yes,TRUE,14.796,0.325,FALSE,3
301,6,2,Yes,TRUE,4.237,3.296,FALSE,0
302,3,2,No,TRUE,4.285,3.887,FALSE,0
303,5,1,No,TRUE,29.792,2.234,FALSE,1
304,8,2,Yes,TRUE,9.032,1.176,TRUE,0
305,8,3,No,TRUE,5.644,1.939,FALSE,1
306,2,3,Yes,TRUE,22.456,4.314,FALSE,3
307,9,2,Yes,TRUE,16.49,4.247,FALSE,2
308,7,2,No,TRUE,15.691,1.622,FALSE,3
309,7,3,Yes,FALSE,7.963,3.735,FALSE,5
310,5,1,Yes,TRUE,14.794,0.912,FALSE,3
311,2,2,Yes,FALSE,28.167,0.93,FALSE,1
312,4,1,No,TRUE,16.989,3.799,FALSE,4
313,6,1,No,TRUE,7.196,2.769,FALSE,5
314,7,1,Yes,TRUE,22.158,2.82,FALSE,1
315,5,4,No,TRUE,18.632,1.255,FALSE,4
316,2,1,Yes,TRUE,21.358,0.525,FALSE,5
317,6,2,No,FALSE,9.804,4.427,TRUE,4
318,9,2,Yes,TRUE,18.234,3.161,FALSE,4
319,1,2,No,TRUE,17.743,0.682,FALSE,3
320,2,3,Yes,TRUE,1.577,1.393,FALSE,4
321,8,2,No,TRUE,3.908,0.385,TRUE,3
322,7,4,No,TRUE,4.247,0.758,FALSE,4
323,2,2,Yes,TRUE,27.046,0.569,TRUE,3
324,8,2,Yes,TRUE,25.267,1.726,FALSE,4
325,4,4,Yes,TRUE,22.239,4.88,FALSE,0
326,5,3,Yes,TRUE,16.319,2.235,FALSE,3
327,2,2,Yes,FALSE,18.459,1.074,TRUE,3
328,2,1,Yes,TRUE,3.579,4.75,TRUE,0
329,4,4,Yes,TRUE,22.324,1.439,FALSE,3
330,6,3,Yes,FALSE,13.192,4.157,FALSE,0
331,7,3,No,TRUE,14.057,3.099,TRUE,2
332,1,2,No,TRUE,0.28,0.145,TRUE,0
333,5,1,Yes,TRUE,17.086,3.226,FALSE,0
334,9,2,No,TRUE,15.888,4.398,TRUE,4
335,7,4,Yes,TRUE,6.095,1.278,FALSE,5
336,8,3,Yes,TRUE,6.915,2.255,FALSE,2
337,9,2,Yes,TRUE,3.448,3.693,FALSE,2
338,5,3,Yes,FALSE,2.178,3.731,FALSE,5
339,3,4,Yes,FALSE,24.088,3.971,FALSE,0
340,5,1,No,FALSE,26.428,2.909,FALSE,4
341,5,2,Yes,FALSE,3.474,3.267,TRUE,3
342,9,1,Yes,TRUE,11.705,1.644,TRUE,1
343,9,3,Yes,FALSE,17.809,1.983,FALSE,4
344,4,4,No,TRUE,6.559,3.74,FALSE,5
345,9,3,Yes,FALSE,9.748,2.708,TRUE,3
346,2,1,No,TRUE,25.197,4.626,FALSE,4
347,5,3,No,FALSE,21.479,2.288,FALSE,1
348,2,4,Yes,TRUE,7.935,3.128,FALSE,0
349,2,2,No,TRUE,12.845,2.196,FALSE,2
350,6,1,No,TRUE,19.432,4.411,FALSE,4
351,7,3,No,FALSE,17.495,0.568,FALSE,2
352,5,1,No,FALSE,19.064,2.413,FALSE,1
353,8,3,Yes,FALSE,16.702,4.887,FALSE,2
354,3,2,No,FALSE,10.188,2.074,TRUE,2
355,7,3,Yes,FALSE,5.616,3.777,FALSE,3
356,9,1,Yes,FALSE,23.973,0.937,FALSE,5
357,3,1,No,TRUE,15.931,4.917,FALSE,2
358,7,4,Yes,FALSE,20.851,0.583,FALSE,1
359,5,1,Yes,FALSE,7.167,0.56,FALSE,2
360,1,4,No,TRUE,27.612,2.261,FALSE,0
361,6,4,Yes,TRUE,27.156,2.168,FALSE,5
362,2,2,No,FALSE,19.709,2.966,TRUE,2
363,8,2,No,TRUE,19.409,4.232,FALSE,1
364,1,1,No,TRUE,17.78,0.28,TRUE,3
365,1,3,No,TRUE,7.824,4.854,TRUE,5
366,4,2,No,TRUE,13.481,4.301,TRUE,3
367,3,1,No,TRUE,1.24,3.253,TRUE,3
368,6,2,Yes,FALSE,19.881,2.53,FALSE,2
369,8,3,Yes,TRUE,2.465,2.394,FALSE,1
370,5,1,No,TRUE,3.452,0.346,FALSE,2
371,8,3,Yes,TRUE,10.435,2.928,FALSE,0
372,9,1,No,FALSE,14.941,1.546,FALSE,0
373,3,4,Yes,FALSE,23.241,1.935,TRUE,3
374,8,3,No,TRUE,17.605,0.211,FALSE,0
375,5,2,Yes,FALSE,13.228,1.65,FALSE,1
376,7,4,No,TRUE,1.516,4.485,TRUE,1
377,1,4,No,TRUE,4.421,4.141,FALSE,3
378,4,3,Yes,FALSE,6.853,4.739,FALSE,4
379,7,3,Yes,TRUE,18.591,4.076,FALSE,3
380,5,3,Yes,TRUE,16.78,1.341,FALSE,3
381,8,3,No,TRUE,3.824,3.357,FALSE,2
382,1,1,Yes,TRUE,4.684,1.063,FALSE,1
383,3,3,Yes,FALSE,13.235,1.983,FALSE,0
384,4,3,No,TRUE,13.185,2.614,FALSE,0
385,4,4,No,FALSE,23.567,2.905,FALSE,3
386,6,4,Yes,TRUE,6.468,0.468,FALSE,4
387,9,2,No,FALSE,6.076,4.892,FALSE,5
388,9,3,No,FALSE,27.853,1.553,FALSE,3
389,2,2,No,TRUE,9.483,0.338,FALSE,0
390,9,4,No,FALSE,1.504,0.62,FALSE,1
391,6,1,Yes,FALSE,18.74,0.334,FALSE,1
392,4,2,No,TRUE,28.206,1.74,TRUE,4
393,5,3,No,FALSE,20.036,1.392,FALSE,0
394,3,3,No,FALSE,13.008,2.061,FALSE,1
395,2,4,No,FALSE,11.411,0.509,TRUE,4
396,2,4,No,TRUE,21.357,1.781,FALSE,1
397,3,2,No,FALSE,22.015,4.668,FALSE,0
398,8,1,No,FALSE,9.171,0.013,FALSE,5
399,2,3,Yes,FALSE,6.258,2.741,TRUE,5
400,1,1,No,FALSE,7.968,2.17,FALSE,0
401,1,2,Yes,FALSE,21.242,3.312,TRUE,4
402,7,4,Yes,TRUE,21.064,2.811,FALSE,0
403,4,2,No,FALSE,7.823,2.114,FALSE,3
404,7,3,Yes,TRUE,23.948,3.324,TRUE,5
405,8,3,No,TRUE,21.927,0.395,FALSE,0
406,1,3,Yes,TRUE,5.4,2.161,FALSE,5
407,1,2,No,TRUE,4.968,3.945,FALSE,1
408,9,1,Yes,FALSE,8.305,0.92,FALSE,0
409,8,1,No,TRUE,8.177,2.088,FALSE,3
410,5,3,No,TRUE,22.477,0.429,FALSE,2
411,1,1,Yes,TRUE,6.595,4.3,FALSE,3
412,8,3,Yes,FALSE,4.818,3.576,FALSE,3
413,6,1,No,FALSE,4.49,2.663,FALSE,0
414,3,3,No,TRUE,2.336,0.822,FALSE,2
415,2,4,No,TRUE,29.405,3.138,FALSE,5
416,7,1,No,FALSE,1.722,1.629,FALSE,0
417,4,3,Yes,TRUE,29.621,1.929,FALSE,2
418,1,2,No,FALSE,5.101,3.192,FALSE,5
419,8,3,Yes,TRUE,5.652,1.368,FALSE,4
420,6,1,No,FALSE,23.447,1.94,FALSE,0
421,3,3,Yes,TRUE,27.138,3.114,FALSE,5
422,8,14,No,TRUE,16.69,3.811,FALSE,0
423,8,1,Yes,TRUE,8.972,3.209,FALSE,0
424,6,2,No,TRUE,3.779,3.727,FALSE,4
425,2,1,No,TRUE,10.891,1.189,FALSE,3
426,3,3,Yes,TRUE,1.162,0.957,TRUE,5
427,9,3,No,TRUE,19.544,0.839,TRUE,2
428,1,3,Yes,TRUE,7.956,3.634,FALSE,1
429,9,3,No,TRUE,14.254,4.607,TRUE,3
430,1,4,No,TRUE,17.659,4.479,TRUE,1
431,5,18,Yes,FALSE,0.516,3.622,FALSE,1
432,8,1,No,FALSE,3.262,3.166,FALSE,1
433,5,3,No,TRUE,16.03,3.16,TRUE,0
434,8,1,Yes,FALSE,10.691,1.816,FALSE,0
435,5,3,No,FALSE,26.411,3.304,TRUE,2
436,2,2,No,TRUE,22.656,2.836,FALSE,5
437,6,2,No,TRUE,20.725,0.984,FALSE,0
438,6,4,No,TRUE,3.335,4.16,FALSE,0
439,6,1,Yes,FALSE,18.948,1.479,FALSE,3
440,5,4,No,FALSE,2.386,4.139,FALSE,0
441,3,1,Yes,TRUE,19.263,2.526,TRUE,5
442,6,4,Yes,TRUE,15.568,0.788,TRUE,1
443,7,4,No,TRUE,6.471,3.756,FALSE,1
444,5,4,No,TRUE,18.897,2.909,FALSE,4
445,7,4,Yes,TRUE,1.389,3.568,FALSE,0
446,9,1,Yes,FALSE,19.774,1.465,FALSE,5
447,6,3,No,TRUE,9.672,2.733,TRUE,3
448,2,2,No,TRUE,5.771,4.882,FALSE,4
449,3,3,Yes,TRUE,4.42,1.477,FALSE,4
450,5,3,No,TRUE,11.219,4.145,FALSE,3
451,6,2,No,TRUE,15.173,4.613,FALSE,2
452,6,3,No,TRUE,5.045,2.089,TRUE,1
453,1,3,No,TRUE,6.741,3.804,TRUE,0
454,3,4,No,TRUE,13.139,0.996,TRUE,3
455,6,2,Yes,FALSE,25.678,3.929,FALSE,3
456,7,2,No,TRUE,1.536,4.027,FALSE,5
457,5,4,Yes,TRUE,6.673,4.769,FALSE,4
458,6,3,No,FALSE,9.215,0.465,FALSE,5
459,6,1,Yes,TRUE,15.571,0.827,FALSE,0
460,4,1,Yes,TRUE,14.855,1.251,FALSE,4
461,1,3,No,TRUE,7.063,2.517,FALSE,1
462,9,3,Yes,TRUE,8.086,3.407,TRUE,4
463,7,1,Yes,FALSE,11.619,2.109,TRUE,4
464,7,3,No,TRUE,28.765,3.505,FALSE,4
465,3,3,No,FALSE,19.888,0.752,FALSE,2
466,4,3,Yes,TRUE,7.685,2.565,TRUE,4
467,4,4,No,FALSE,4.093,4.601,FALSE,5
468,5,1,No,TRUE,2.238,0.621,TRUE,0
469,9,2,No,FALSE,24.306,2.928,FALSE,5
470,3,3,Yes,TRUE,18.713,0.988,TRUE,4
471,9,3,No,TRUE,19.78,4.746,FALSE,3
472,2,4,No,TRUE,1.633,0.982,FALSE,2
473,4,4,Yes,FALSE,8.533,4.629,FALSE,0
474,2,1,Yes,FALSE,24.735,2.789,FALSE,4
475,5,1,Yes,TRUE,3.874,3.722,FALSE,3
476,5,4,Yes,TRUE,4.168,4.492,FALSE,4
477,6,1,No,TRUE,24.369,4.116,FALSE,5
478,4,4,Yes,FALSE,26.616,4.106,FALSE,4
