customer_id,customer_satisfaction_score,customer_complaints,customer_feedback_score,technical_support_rating,has_contacted_support,churn_risk_score
110,7.969,6,4,5,FALSE,0.067
111,7.441,4,5,3,FALSE,0.987
112,2.745,6,3,1,FALSE,0.009
113,7.644,2,4,4,FALSE,0.198
114,2.427,11,4,4,FALSE,0.539
115,6.94,12,2,1,TRUE,0.918
116,6.69,6,5,5,FALSE,0.262
117,2.555,4,4,1,TRUE,0.339
118,6.111,2,4,5,FALSE,0.174
119,6.122,12,1,5,FALSE,0.133
120,8.906,4,4,2,TRUE,0.056
121,1.44,11,1,3,FALSE,0.9
122,6.509,6,1,1,TRUE,0.076
123,8.432,6,3,3,TRUE,0.585
124,5.242,14,4,5,FALSE,0.129
125,1.388,19,2,1,FALSE,0.409
126,3.525,1,5,4,FALSE,0.676
127,4.151,0,3,1,FALSE,0.404
128,8.453,1,5,2,FALSE,0.435
129,1.246,7,4,1,FALSE,0.567
130,5.152,10,3,2,FALSE,0.691
131,7.381,5,1,3,FALSE,0.391
132,7.001,2,3,3,FALSE,0.981
133,7.252,7,5,3,FALSE,0.437
134,2.956,6,1,2,TRUE,0.71
135,1.36,17,5,2,FALSE,0.728
136,7.958,13,4,2,FALSE,0.845
137,1.021,1,3,4,FALSE,0.751
138,4.8,7,5,1,FALSE,0.458
139,7.164,17,4,4,FALSE,0.58
140,5.875,7,3,5,FALSE,0.442
141,6.89,0,3,5,FALSE,0.735
142,7.534,17,2,1,FALSE,0.582
143,1.212,19,5,4,FALSE,0.564
144,9.834,3,3,4,FALSE,0.023
145,2.653,9,2,5,FALSE,0.719
146,2.238,8,3,5,FALSE,0.886
147,9.006,1,1,3,TRUE,0.065
148,3.186,10,4,4,TRUE,0.215
149,3.944,17,2,5,TRUE,0.302
150,2.121,18,1,2,FALSE,0.579
151,1.152,5,4,2,FALSE,0.263
152,9.767,10,1,1,TRUE,0.744
153,2.078,9,5,2,FALSE,0.673
154,9.675,11,2,2,TRUE,0.926
155,9.454,4,5,5,TRUE,0.177
156,2.078,11,5,2,TRUE,0.998
157,5.477,18,1,1,FALSE,0.612
158,8.996,13,3,4,FALSE,0.853
159,4.804,6,5,2,TRUE,0.186
160,2.427,4,1,3,FALSE,0.821
161,6.798,1,5,3,FALSE,0.491
162,9.063,19,3,1,FALSE,0.777
163,8.108,1,2,3,FALSE,0.2
164,8.006,16,1,1,FALSE,0.991
165,1.878,4,4,3,TRUE,0.716
166,2.831,19,5,5,FALSE,0.552
167,8.739,2,5,2,FALSE,0.222
168,4.071,15,1,2,FALSE,0.359
169,9.87,8,2,1,FALSE,0.112
170,3.981,5,4,1,TRUE,0.447
171,8.523,6,5,3,TRUE,0.029
172,2.631,14,4,1,FALSE,0.41
173,8.886,5,2,1,FALSE,0.75
174,8.532,1,1,2,TRUE,0.399
175,5.453,15,3,3,FALSE,0.068
176,6.255,6,1,1,FALSE,0.121
177,8.259,1,3,1,FALSE,0.739
178,5.932,6,2,2,TRUE,0.861
179,1.313,11,1,2,FALSE,0.575
180,6.62,2,2,4,TRUE,0.589
181,3.339,8,1,5,TRUE,0.482
182,6.527,19,2,4,TRUE,0.381
183,7.77,3,2,3,FALSE,0.855
184,6.155,3,1,4,FALSE,0.95
185,5.646,2,1,2,FALSE,0.711
186,2.931,0,5,2,TRUE,0.679
187,2.524,3,2,3,TRUE,0.958
188,4.864,9,4,1,TRUE,0.551
189,1.328,11,5,3,TRUE,0.216
190,7.251,17,2,5,FALSE,0.885
191,7.53,18,2,5,FALSE,0.885
192,3.618,19,2,3,TRUE,0.089
193,2.524,11,3,1,FALSE,0.656
194,9.885,6,2,1,TRUE,0.764
195,1.891,2,3,1,FALSE,0.352
196,8.447,15,4,3,TRUE,0.098
197,3.527,2,4,1,TRUE,0.56
198,8.483,17,2,4,FALSE,0.855
199,3.64,17,1,2,TRUE,0.633
200,4.771,6,3,1,FALSE,0.383
201,3.927,10,3,4,TRUE,0.993
202,1.958,5,1,1,FALSE,0.664
203,6.897,11,5,4,FALSE,0.032
204,1.437,15,4,1,FALSE,0.115
205,3.069,1,5,3,TRUE,0.855
206,1.089,15,4,3,FALSE,0.649
207,4.126,11,4,5,FALSE,0.932
208,9.053,8,3,3,FALSE,0.703
209,8.327,12,1,2,TRUE,0.591
210,9.121,18,4,2,FALSE,0.31
211,5.357,10,4,3,FALSE,0.354
212,7.39,7,2,3,FALSE,0.517
213,1.374,8,2,5,FALSE,0.527
214,7.157,15,5,3,TRUE,0.52
215,4.592,9,5,1,FALSE,0.355
216,1.614,1,4,3,FALSE,0.849
217,2.273,9,1,4,FALSE,0.197
218,3.856,17,2,1,TRUE,0.333
219,7.417,4,1,5,FALSE,0.721
220,8.56,18,5,2,FALSE,0.895
221,3.168,13,3,3,FALSE,0.652
222,2.341,15,1,4,FALSE,0.366
223,2.161,9,3,5,FALSE,0.284
224,6.839,8,1,4,FALSE,0.467
225,6.536,18,3,2,FALSE,0.802
226,5.018,9,2,1,TRUE,0.681
227,1.19,16,5,1,TRUE,0.322
228,8.288,16,1,4,FALSE,0.536
229,8.989,17,3,3,FALSE,0.019
230,5.203,14,5,4,FALSE,0.379
231,9.377,10,2,2,FALSE,0.918
232,5.229,19,2,4,FALSE,0.875
233,4.097,18,2,4,FALSE,0.415
234,5.855,13,3,2,TRUE,0.862
235,4.805,18,2,3,FALSE,0.046
236,5.953,2,2,3,TRUE,0.577
237,8.119,8,3,5,FALSE,0.245
238,4.933,9,3,2,FALSE,0.208
239,6.091,7,4,5,TRUE,0.64
240,5.967,17,3,3,TRUE,0.785
241,9.991,18,1,1,FALSE,0.016
242,9.364,17,4,3,TRUE,0.414
243,5.422,18,2,2,TRUE,0.457
244,5.015,0,3,5,TRUE,0.646
245,4.356,2,1,5,TRUE,0.218
246,8.439,14,5,2,TRUE,0.383
247,1.203,19,4,2,TRUE,0.518
248,7.118,1,1,2,FALSE,0.601
249,5.914,17,3,2,FALSE,0.39
250,4.089,16,3,4,FALSE,0.831
251,4.425,0,2,4,FALSE,0.479
252,3.936,8,2,1,TRUE,0.692
253,3.494,4,2,3,FALSE,0.859
254,6.406,13,2,2,TRUE,0.433
255,2.978,14,5,3,FALSE,0.594
256,3.838,13,4,4,FALSE,0.108
257,8.896,16,4,3,TRUE,0.18
258,6.495,17,1,3,TRUE,0.002
259,4.661,19,2,1,FALSE,0.659
260,5.515,6,4,3,FALSE,0.598
261,2.532,13,1,1,FALSE,0.966
262,9.873,11,5,4,FALSE,0.556
263,7.526,0,2,4,FALSE,0.495
264,4.588,5,1,4,FALSE,0.841
265,7.679,11,1,5,TRUE,0.118
266,1.43,10,2,1,TRUE,0.891
267,7.058,16,3,3,TRUE,0.705
268,3.69,4,5,5,TRUE,0.125
269,3.117,1,3,1,TRUE,0.392
270,2.148,19,2,3,FALSE,0.608
271,6.746,16,4,5,FALSE,0.03
272,6.051,0,3,5,FALSE,0.19
273,5.094,6,1,5,TRUE,0.762
274,9.918,8,5,1,FALSE,0.235
275,7.772,6,5,2,FALSE,0.31
276,4.836,18,5,3,FALSE,0.706
277,1.245,3,2,2,FALSE,0.811
278,5.854,19,3,4,TRUE,0.091
279,6.811,10,3,1,FALSE,0.754
280,8.737,11,2,2,FALSE,0.55
281,2.255,3,5,4,TRUE,0.142
282,5.809,9,5,2,FALSE,0.099
283,5.294,0,5,3,TRUE,0.324
284,1.812,7,4,4,TRUE,0.99
285,7.019,17,3,5,FALSE,0.43
286,7.576,10,1,5,FALSE,0.053
287,4.174,4,3,3,TRUE,0.029
288,7.759,3,3,4,FALSE,0.853
289,5.364,7,3,3,TRUE,0.959
290,4.906,16,2,4,TRUE,0.151
291,3.58,11,5,1,FALSE,0.689
292,4.612,9,4,2,FALSE,0.968
293,9.069,7,4,2,FALSE,0.952
294,3.72,14,1,2,FALSE,0.525
295,6.783,18,2,5,FALSE,0.661
296,5.691,1,4,5,FALSE,0.99
297,1.462,3,3,3,FALSE,0.503
298,7.221,5,5,5,FALSE,0.26
299,8.957,10,5,4,FALSE,0.619
300,4.949,16,3,2,FALSE,0.791
301,4.485,11,4,4,FALSE,0.384
302,8.907,3,1,5,FALSE,0.183
303,7.891,5,1,4,TRUE,0.905
304,2.5,14,3,1,FALSE,0.451
305,7.961,13,3,2,FALSE,0.144
306,9.246,5,1,5,FALSE,0.527
307,6.173,3,2,5,TRUE,0.016
308,8.705,19,2,4,FALSE,0.409
309,9.555,9,4,3,FALSE,0.474
310,4.075,19,2,1,FALSE,0.638
311,5.933,1,4,3,FALSE,0.532
312,7.328,4,3,2,TRUE,0.98
313,5.186,14,4,3,FALSE,0.13
314,1.987,10,5,5,FALSE,0.267
315,4.232,14,2,3,FALSE,0.602
316,7.113,7,5,3,FALSE,0.81
317,6.541,15,3,5,FALSE,0.15
318,5.13,18,1,4,FALSE,0.999
319,8.928,13,2,3,FALSE,0.709
320,8.023,11,2,3,TRUE,0.391
321,3.631,12,4,1,FALSE,0.556
322,6.151,13,4,4,TRUE,0.566
323,9.838,7,2,1,FALSE,0.081
324,5.512,3,2,4,FALSE,0.698
325,4.432,18,1,2,FALSE,0.082
326,7.23,10,1,3,FALSE,0.409
327,9.195,13,3,3,TRUE,0.765
328,2.32,10,2,2,TRUE,0.536
329,4.943,15,4,2,TRUE,0.207
330,6.932,0,1,2,TRUE,0.863
331,6.511,9,3,4,FALSE,0.58
332,7.946,10,1,3,TRUE,0.564
333,6.312,11,5,3,FALSE,0.077
334,6.953,8,4,3,FALSE,0.921
335,2.586,10,3,2,FALSE,0.054
336,8.801,8,5,5,FALSE,0.517
337,9.076,16,3,2,FALSE,0.71
338,6.973,0,1,5,TRUE,0.663
339,4.652,16,5,5,FALSE,0.389
340,6.368,1,5,2,TRUE,0.531
341,2.033,11,4,4,FALSE,0.657
342,8.967,8,4,4,FALSE,0.297
343,4.812,18,4,3,FALSE,0.34
344,6.022,3,1,3,TRUE,0.507
345,4.662,5,3,1,FALSE,0.547
346,3.942,9,2,4,FALSE,0.976
347,9.914,14,5,4,FALSE,0.328
348,7.08,6,4,4,TRUE,0.828
349,3.1,7,2,3,FALSE,0.87
350,3.266,8,2,2,FALSE,0.726
351,6.04,5,4,2,FALSE,0.769
352,6.785,12,3,3,FALSE,0.91
353,6.238,5,1,1,TRUE,0.569
354,6.636,5,3,1,FALSE,0.088
355,6.729,10,2,2,TRUE,0.758
356,7.85,2,3,4,TRUE,0.18
357,6.381,17,5,1,FALSE,0.664
358,2.219,17,3,1,FALSE,0.823
359,5.017,10,5,5,FALSE,0.104
360,2.904,4,3,4,TRUE,0.318
361,7.823,17,2,3,FALSE,0.663
362,5.062,13,5,5,FALSE,0.168
363,1.359,14,5,2,FALSE,0.967
364,4.153,14,4,3,TRUE,0.354
365,4.766,3,3,1,TRUE,0.063
366,3.345,11,5,5,FALSE,0.621
367,1.699,5,1,5,FALSE,0.138
368,4.493,8,1,2,TRUE,0.527
369,5.232,14,2,3,FALSE,0.671
370,6.316,18,3,1,TRUE,0.019
371,3.281,10,1,2,TRUE,0.398
372,6.613,13,1,5,FALSE,0.222
373,9.274,14,2,2,FALSE,0.989
374,4.715,14,4,2,TRUE,0.943
375,4.046,16,2,1,FALSE,0.443
376,7.286,19,5,5,TRUE,0.876
377,6.591,9,3,1,FALSE,0.716
378,7.012,16,1,2,FALSE,0.181
379,4.105,3,3,5,FALSE,0.801
380,4.085,5,1,3,FALSE,0.059
381,3.756,13,4,4,FALSE,0.71
382,5.486,15,4,4,FALSE,0.028
383,7.856,12,4,2,FALSE,0.907
384,5.075,2,5,1,TRUE,0.789
385,2.058,0,5,3,TRUE,0.432
386,3.483,9,4,2,TRUE,0.132
387,3.047,19,2,3,TRUE,0.041
388,6.249,18,2,2,FALSE,0.808
389,3.649,13,5,3,TRUE,0.136
390,4.689,5,3,3,FALSE,0.872
391,6.555,13,1,2,FALSE,0.166
392,1.061,18,4,3,TRUE,0.31
393,2.173,13,3,2,FALSE,0.431
394,6.782,13,2,2,TRUE,0.179
395,6.759,11,4,1,TRUE,0.016
396,6.463,5,3,4,FALSE,0.006
397,7.494,0,2,3,FALSE,0.866
398,4.229,15,5,2,TRUE,0.447
399,8.773,4,2,2,FALSE,0.989
400,9.578,8,2,2,FALSE,0.362
401,8.747,10,3,4,FALSE,0.804
402,1.165,9,3,1,FALSE,0.286
403,9.245,19,3,5,FALSE,0.002
404,2.757,14,3,1,FALSE,0.761
405,9.974,19,2,2,TRUE,0.872
406,1.175,8,3,2,FALSE,0.982
407,3.543,18,5,4,FALSE,0.993
408,3.775,3,3,2,FALSE,0.812
409,4.711,11,4,2,FALSE,0.838
410,1.909,19,3,4,TRUE,0.718
411,7.861,1,4,3,FALSE,0.01
412,4.418,19,3,4,FALSE,0.368
413,6.141,18,3,2,FALSE,0.955
414,3.474,6,3,4,FALSE,0.81
415,6.361,9,5,2,TRUE,0.495
416,7.543,11,1,5,FALSE,0.449
417,2.515,14,2,4,FALSE,0.155
418,2.36,12,2,3,FALSE,0.196
419,4.39,13,5,1,FALSE,0.3
420,6.441,1,2,1,FALSE,0.208
421,7.038,9,5,5,FALSE,0.213
422,3.592,10,5,1,FALSE,0.876
423,1.988,1,3,3,FALSE,0.749
424,3.773,17,2,3,FALSE,0.3
425,2.882,10,5,1,FALSE,0.549
426,5.064,18,3,1,FALSE,0.931
427,9.262,14,4,2,FALSE,0.119
428,1.375,5,1,4,FALSE,0.575
429,3.429,11,3,2,FALSE,0.223
430,5.385,12,4,3,FALSE,0.631
431,6.822,14,3,2,TRUE,0.217
432,2.078,19,3,4,FALSE,0.958
433,4.856,2,5,3,FALSE,0.92
434,4.403,15,3,1,TRUE,0.245
435,5.191,12,1,1,FALSE,0.421
436,4.488,8,4,3,FALSE,0.673
437,3.036,11,4,1,FALSE,0.638
438,1.316,6,3,4,FALSE,0.986
439,9.426,4,2,1,TRUE,0.845
440,5.238,3,5,2,FALSE,0.334
441,7.76,14,4,1,FALSE,0.791
442,9.141,1,2,1,FALSE,0.805
443,3.618,8,3,4,FALSE,0.431
444,9.19,10,5,5,TRUE,0.564
445,6.213,17,4,4,FALSE,0.954
446,7.045,14,2,4,TRUE,0.18
447,3.064,10,3,4,FALSE,0.868
448,9.34,17,3,1,TRUE,0.796
449,5.005,19,3,1,FALSE,0.88
450,8.565,5,3,5,FALSE,0.84
451,1.432,9,5,3,FALSE,0.959
452,3.384,5,3,2,FALSE,0.564
453,7.646,19,1,5,FALSE,0.138
454,3.671,10,1,1,FALSE,0.975
455,6.605,7,5,3,TRUE,0.297
456,2.925,4,5,3,FALSE,0.887
457,7.406,10,2,1,FALSE,0.243
458,9.098,2,2,4,FALSE,0.584
459,9.954,4,4,2,FALSE,0.442
460,9.882,15,4,4,FALSE,0.451
461,3.698,19,4,3,FALSE,0.665
462,8.64,5,4,2,FALSE,0.615
463,6.905,1,5,2,TRUE,0.717
464,3.716,9,3,1,FALSE,0.537
465,8.052,16,1,2,FALSE,0.062
466,1.531,3,2,2,TRUE,0.312
467,2.937,8,3,2,FALSE,0.554
468,6.949,15,5,4,TRUE,0.382
469,8.594,10,2,1,FALSE,0.795
470,1.3,19,2,3,TRUE,0.26
471,8.106,4,2,4,FALSE,0.611
472,3.367,7,2,2,FALSE,0.743
473,7.115,2,4,2,FALSE,0.473
474,5.945,19,2,3,FALSE,0.983
475,4.814,5,4,4,FALSE,0.162
476,3.115,3,5,1,FALSE,0.311
477,8.985,8,3,1,FALSE,0.636
478,8.103,19,1,2,TRUE,0.328
479,3.153,0,1,2,FALSE,0.852
480,6.185,12,3,1,FALSE,0.321
481,6.273,4,5,3,FALSE,0.474
482,3.563,18,3,2,FALSE,0.207
483,6.279,6,4,3,TRUE,0.346
484,4.961,19,4,2,FALSE,0.845
485,5.967,9,2,2,TRUE,0.287
486,9.727,12,2,4,FALSE,0.536
487,2.631,4,2,4,FALSE,0.394
488,3.045,12,4,4,FALSE,0.679
489,1.79,10,5,2,TRUE,0.704
490,7.197,17,1,1,TRUE,0.16
491,1.997,17,2,5,FALSE,0.019
492,5.893,11,4,4,FALSE,0.276
493,8.695,11,2,1,TRUE,0.773
494,4.29,9,5,3,FALSE,0.75
495,6.076,10,5,2,FALSE,0.648
496,7.375,12,2,4,TRUE,0.335
497,6.982,10,3,1,FALSE,0.348
498,3.173,6,1,4,TRUE,0
499,8.178,14,2,5,FALSE,0.115
500,3.564,18,1,2,TRUE,0.11
501,6.857,9,3,4,TRUE,0.113
502,9.539,12,4,4,FALSE,0.497
503,1.783,8,5,3,FALSE,0.182
504,5.336,9,5,1,FALSE,0.521
505,6.377,4,3,5,FALSE,0.442
506,9.171,13,2,5,FALSE,0.263
507,2.595,0,2,3,FALSE,0.61
508,9.024,15,2,1,TRUE,0.869
509,3.648,19,3,1,FALSE,0.762
510,4.334,12,4,3,FALSE,0.72
511,1.221,12,5,3,FALSE,0.254
512,7.021,17,3,3,FALSE,0.688
513,6.459,18,1,4,FALSE,0.354
514,9.114,9,2,1,TRUE,0.263
515,8.024,5,2,3,TRUE,0.998
516,5.411,16,2,3,FALSE,0.944
517,1.889,7,2,4,FALSE,0.201
518,4.067,14,4,3,FALSE,0.979
519,2.911,3,1,1,FALSE,0.301
520,8.091,19,4,5,FALSE,0.831
521,6.862,0,3,4,TRUE,0.504
522,6.168,19,4,1,TRUE,0.092
523,1.468,3,2,3,FALSE,0.098
524,8.772,17,2,2,TRUE,0.724
525,6.831,5,4,1,TRUE,0.064
526,2.359,15,5,5,TRUE,0.272
527,5.273,11,4,4,FALSE,0.512
528,8.15,19,2,2,FALSE,0.819
529,9.007,19,1,2,FALSE,0.573
530,7.357,19,2,3,TRUE,0.671
531,6.865,19,3,1,FALSE,0.278
532,4.527,16,1,1,FALSE,0.923
533,5.785,12,1,3,FALSE,0.854
534,7.421,11,5,5,TRUE,0.112
535,7.644,19,4,4,FALSE,0.221
536,8.808,7,3,5,TRUE,0.106
537,1.673,10,1,2,FALSE,0.73
538,4.084,12,2,4,FALSE,0.507
539,7.588,18,2,3,FALSE,0.428
540,1.364,18,5,2,FALSE,0.28
541,3.05,15,1,3,FALSE,0.228
542,4.32,15,3,2,FALSE,0.779
543,4.508,16,5,2,TRUE,0.523
544,3.457,1,3,4,FALSE,0.111
545,3.34,6,3,5,FALSE,0.81
546,8.907,0,4,2,TRUE,0.216
547,6.017,14,2,3,FALSE,0.108
548,6.613,8,3,5,FALSE,0.445
549,7.178,15,3,2,FALSE,0.995
550,9.915,9,1,5,FALSE,0.419
551,5.895,0,2,1,TRUE,0.048
552,6.346,2,4,2,FALSE,0.13
553,7.545,11,4,1,FALSE,0.153
554,4.573,15,5,4,TRUE,0.175
555,8.802,8,1,4,FALSE,0.831
556,2.503,11,3,4,TRUE,0.962
557,5.011,12,1,4,FALSE,0.914
558,5.906,7,4,4,FALSE,0.877
559,4.974,8,2,1,FALSE,0.634
560,7.348,13,2,3,FALSE,0.143
561,9.798,0,1,2,TRUE,0.146
562,2.617,2,2,5,FALSE,0.001
563,9.745,7,5,3,FALSE,0.875
564,8.486,10,2,5,FALSE,0.767
565,6.084,7,5,1,FALSE,0.66
566,7.606,8,1,1,FALSE,0.115
567,3.131,7,5,5,FALSE,0.691
568,4.265,0,4,1,FALSE,0.117
569,9.322,6,2,5,FALSE,0.181
570,5.542,4,3,5,FALSE,0.475
571,9.93,12,4,4,TRUE,0.271
572,6.592,15,2,3,FALSE,0.679
573,1.389,2,4,2,TRUE,0.839
574,4.839,14,3,1,TRUE,0.059
575,8.841,4,5,1,FALSE,0.924
576,1.373,19,4,4,FALSE,0.481
577,9.557,5,5,2,FALSE,0.807
578,9.207,17,5,5,FALSE,0.927
579,3.21,8,4,4,TRUE,0.218
580,5.113,11,4,2,TRUE,0.93
581,9.672,4,2,1,FALSE,0.778
582,5.892,15,1,4,FALSE,0.495
583,9.316,10,5,5,TRUE,0.218
584,2.588,5,4,2,FALSE,0.198
585,2.867,12,5,4,FALSE,0.326
586,5.187,2,4,1,TRUE,0.269
587,8.683,7,4,5,FALSE,0.977
588,7.676,7,5,2,TRUE,0.336
589,3.852,9,3,1,TRUE,0.966
590,2.397,13,2,5,TRUE,0.372
591,1.106,19,5,2,TRUE,0.078
592,2.292,7,2,1,FALSE,0.273
593,1.466,8,5,4,FALSE,0.447
594,2.847,17,5,1,FALSE,0.968
595,4.239,4,2,3,FALSE,0.867
596,4.708,17,1,4,FALSE,0.959
597,7.983,8,5,3,FALSE,0.408
598,8.401,10,4,2,FALSE,0.267
599,1.356,4,2,3,FALSE,0.095
600,3.87,9,2,2,FALSE,0.687
601,3.788,14,5,4,FALSE,0.428
602,4.658,17,4,5,FALSE,0.051
603,6.047,16,2,5,FALSE,0.829
604,2.427,2,2,4,TRUE,0.327
605,9.359,8,5,2,FALSE,0.909
606,7.147,14,5,4,FALSE,0.495
607,1.639,14,4,5,TRUE,0.818
608,8.603,10,2,3,TRUE,0.715
609,7.061,5,3,1,FALSE,0.54
610,4.939,7,3,3,FALSE,0.419
611,4.783,19,2,1,TRUE,0.901
612,7.488,9,5,1,TRUE,0.453
613,8.578,6,1,2,FALSE,0.506
614,4.807,7,5,2,FALSE,0.576
615,2.903,9,2,4,TRUE,0.505
616,3.959,10,4,3,FALSE,0.334
617,7.446,3,2,3,FALSE,0.799
618,1.805,9,3,1,FALSE,0.231
619,8.68,0,1,1,FALSE,0.498
620,7.183,15,5,5,FALSE,0.813
621,4.108,18,2,3,FALSE,0.965
622,1.995,19,1,2,TRUE,0.416
623,2.35,11,1,3,TRUE,0.135
624,9.883,14,4,5,FALSE,0.657
625,2.654,12,2,1,FALSE,0.777
626,9.396,5,3,4,FALSE,0.308
627,8.292,6,4,5,FALSE,0.062
628,6.978,5,3,4,FALSE,0.87
629,7.263,10,3,4,TRUE,0.642
630,4.23,0,2,2,FALSE,0.101
631,1.432,5,1,2,TRUE,0.666
632,2.416,12,3,1,TRUE,0.582
633,1.424,10,3,4,FALSE,0.35
634,8.55,13,5,4,FALSE,0.864
635,7.21,19,5,5,FALSE,0.726
636,6.062,13,3,3,FALSE,0.14
637,7.077,9,1,5,FALSE,0.487
638,2.652,11,1,5,FALSE,0.493
639,7.59,2,5,3,TRUE,0.201
640,2.231,11,5,1,FALSE,0.379
641,4.661,11,5,1,TRUE,0.209
642,7.987,2,3,3,FALSE,0.454
643,3.135,1,4,2,FALSE,0.719
644,4.932,16,2,5,TRUE,0.344
645,2.868,1,3,2,FALSE,0.706
646,3.715,12,2,4,FALSE,0.634
647,7.988,1,2,1,FALSE,0.666
648,1.759,8,4,5,FALSE,0.945
649,7.553,2,5,2,TRUE,0.39
650,8.455,12,4,2,FALSE,0.848
651,7.082,10,5,4,FALSE,0.565
652,7.514,9,1,1,FALSE,0.605
653,1.625,2,1,4,FALSE,0.579
654,8.133,8,5,4,TRUE,0.674
655,7.495,9,4,1,FALSE,0.881
656,9.212,19,4,1,FALSE,0.344
657,9.551,4,4,3,TRUE,0.265
658,1.039,17,5,3,TRUE,0.108
659,7.664,0,5,1,FALSE,0.3
660,6.859,7,1,5,FALSE,0.359
661,7.741,15,4,1,TRUE,0.338
