customer_id,age,gender,marital_status,region,education_level,employment_status,income,preferred_language
117,34,Female,Married,Rural,Bachelor,Employed,1790,French
118,25,Female,Married,Rural,Bachelor,Employed,2261,English
119,44,Female,Married,Rural,Master,Self-Employed,2455,Spanish
120,41,Female,Married,Urban,Bachelor,Employed,1828,French
121,41,Male,Married,Urban,Bachelor,Employed,1305,French
122,27,Male,Married,Rural,Bachelor,Self-Employed,1252,French
123,46,Female,Married,Suburban,Bachelor,Employed,2204,German
124,23,Male,Single,Rural,Master,Retired,3933,Spanish
125,39,Female,Married,Rural,PhD,Employed,3651,English
126,52,Male,Divorced,Rural,Bachelor,Employed,1297,English
127,27,Female,Married,Rural,Master,Employed,3802,French
128,30,Female,Single,Suburban,Master,Employed,1678,Spanish
129,35,Female,Married,Suburban,Master,Self-Employed,2914,French
130,30,Female,Divorced,Urban,Bachelor,Employed,2151,English
131,22,Male,Single,Urban,Master,Employed,1729,English
132,35,Female,Married,Rural,Professional Certification,Employed,6627,English
133,26,Female,Married,Urban,Bachelor,Employed,859,French
134,38,Male,Married,Urban,Bachelor,Self-Employed,1646,German
135,27,Female,Married,Rural,Bachelor,Unemployed,1559,Spanish
136,47,Male,Divorced,Suburban,Bachelor,Unemployed,725,English
137,28,Male,Married,Suburban,Master,Employed,1781,French
138,32,Female,Married,Rural,PhD,Employed,3505,Spanish
139,41,Female,Married,Suburban,Bachelor,Employed,1395,French
140,25,Female,Married,Suburban,Bachelor,Employed,1733,French
141,36,Female,Single,Suburban,Bachelor,Employed,2294,English
142,45,Male,Single,Suburban,PhD,Employed,6388,English
143,22,Female,Single,Rural,Master,Student,2224,Spanish
144,36,Female,Married,Suburban,Master,Employed,3498,Spanish
145,37,Male,Married,Suburban,Master,Self-Employed,2379,English
146,41,Female,Married,Rural,Bachelor,Self-Employed,1577,German
147,25,Female,Married,Urban,Master,Employed,1742,English
148,24,Male,Single,Urban,Master,Retired,2838,Spanish
149,39,Female,Single,Urban,Bachelor,Self-Employed,2272,German
150,37,Female,Married,Suburban,Bachelor,Employed,1325,French
151,37,Male,Single,Urban,Bachelor,Employed,797,English
152,37,Male,Married,Rural,Bachelor,Unemployed,2155,French
153,29,Female,Single,Suburban,Bachelor,Employed,1752,Spanish
154,36,Male,Married,Suburban,Master,Employed,3112,Spanish
155,37,Female,Single,Urban,PhD,Employed,5713,French
156,29,Female,Single,Rural,PhD,Employed,3995,English
157,49,Female,Divorced,Suburban,Bachelor,Employed,1140,French
158,38,Male,Divorced,Urban,PhD,Employed,5433,French
159,25,Female,Married,Suburban,Bachelor,Employed,1620,German
160,40,Male,Single,Rural,Bachelor,Employed,1155,German
161,27,Female,Single,Urban,Bachelor,Employed,2196,English
162,41,Male,Single,Urban,Bachelor,Employed,2093,French
163,44,Male,Married,Urban,Bachelor,Employed,1686,Spanish
164,28,Male,Married,Urban,PhD,Self-Employed,6137,English
165,42,Female,Married,Suburban,PhD,Employed,5848,English
166,38,Female,Married,Rural,Master,Employed,2457,German
167,41,Male,Married,Suburban,PhD,Employed,6284,French
168,50,Male,Divorced,Rural,PhD,Unemployed,4293,English
169,33,Female,Single,Suburban,Bachelor,Self-Employed,1793,German
170,28,Female,Married,Rural,Master,Self-Employed,3767,English
171,27,Male,Married,Rural,Master,Employed,3009,German
172,28,Female,Married,Urban,PhD,Self-Employed,4281,German
173,34,Male,Single,Rural,Bachelor,Employed,2108,Spanish
174,37,Female,Married,Suburban,Master,Employed,3935,Spanish
175,37,Male,Divorced,Suburban,Bachelor,Employed,2167,English
176,41,Male,Married,Suburban,Master,Employed,3015,German
177,35,Male,Married,Suburban,Bachelor,Employed,1332,Spanish
178,46,Male,Married,Suburban,Master,Employed,3069,German
179,32,Female,Married,Rural,Bachelor,Employed,1438,German
180,56,Female,Divorced,Urban,Bachelor,Self-Employed,1876,English
181,40,Male,Married,Suburban,PhD,Employed,3926,French
182,28,Female,Single,Urban,Bachelor,Employed,2054,German
183,26,Male,Married,Suburban,Master,Employed,3807,English
184,38,Male,Married,Rural,PhD,Employed,4000,French
185,33,Female,Single,Suburban,Bachelor,Unemployed,807,English
186,40,Male,Married,Urban,Bachelor,Employed,1649,English
187,38,Female,Single,Suburban,Master,Employed,3576,German
188,34,Female,Married,Urban,Master,Employed,3301,French
189,28,Male,Married,Suburban,Master,Employed,3514,French
190,22,Female,Single,Suburban,Master,Employed,3718,Spanish
191,31,Female,Single,Suburban,Bachelor,Self-Employed,1439,Spanish
192,41,Male,Married,Suburban,Bachelor,Employed,1301,French
193,36,Female,Married,Suburban,Bachelor,Self-Employed,2203,French
194,25,Female,Single,Rural,Master,Employed,3061,French
195,36,Male,Married,Suburban,Bachelor,Employed,1610,Spanish
196,38,Female,Married,Suburban,Professional Certification,Unemployed,7746,English
197,27,Female,Married,Suburban,Bachelor,Employed,2179,Spanish
198,36,Male,Married,Suburban,Master,Employed,2298,German
199,35,Female,Married,Rural,Bachelor,Self-Employed,2113,Spanish
200,25,Female,Married,Suburban,Bachelor,Employed,1550,Spanish
201,37,Female,Married,Urban,Bachelor,Employed,821,English
202,39,Female,Single,Rural,Master,Employed,3776,English
203,43,Male,Married,Rural,Bachelor,Employed,1415,English
204,43,Female,Married,Rural,Bachelor,Employed,1883,English
205,23,Male,Single,Suburban,PhD,Retired,5735,German
206,27,Female,Single,Rural,PhD,Self-Employed,3134,English
207,39,Male,Married,Suburban,Bachelor,Employed,1497,Spanish
208,39,Male,Married,Urban,Master,Employed,3150,French
209,39,Male,Single,Suburban,Master,Employed,2348,English
210,65,Male,Married,Urban,Bachelor,Retired,1000,German
211,39,Male,Married,Urban,Bachelor,Employed,1559,German
212,44,Female,Married,Urban,Bachelor,Employed,758,English
213,42,Female,Married,Suburban,Bachelor,Employed,1034,German
214,40,Male,Single,Rural,Bachelor,Unemployed,1546,German
215,32,Female,Married,Urban,Bachelor,Employed,1568,Spanish
216,41,Male,Married,Suburban,Bachelor,Unemployed,1855,Spanish
217,28,Female,Divorced,Urban,Bachelor,Employed,1030,German
218,33,Male,Single,Suburban,Bachelor,Employed,1619,English
219,31,Male,Single,Urban,Bachelor,Self-Employed,2211,Spanish
220,35,Male,Married,Rural,Master,Employed,2792,English
221,53,Male,Single,Urban,Bachelor,Employed,883,French
222,20,Male,Single,Rural,Master,Student,3565,Spanish
223,40,Male,Married,Suburban,Bachelor,Employed,1807,German
224,22,Male,Single,Rural,Master,Employed,3727,Spanish
225,31,Male,Single,Urban,Master,Employed,2316,Spanish
226,43,Female,Married,Urban,Bachelor,Employed,2202,German
227,35,Male,Single,Urban,Bachelor,Employed,1558,Spanish
228,26,Female,Married,Rural,PhD,Employed,5672,French
229,29,Male,Married,Rural,Master,Self-Employed,1768,French
230,40,Male,Married,Rural,Bachelor,Employed,1311,Spanish
231,29,Male,Married,Rural,Master,Self-Employed,1835,German
232,36,Male,Married,Suburban,Professional Certification,Employed,6687,English
233,35,Male,Married,Rural,Bachelor,Employed,1453,English
234,29,Male,Married,Urban,Bachelor,Employed,936,German
235,52,Male,Married,Rural,Bachelor,Employed,1175,French
236,40,Female,Single,Urban,Bachelor,Employed,978,French
237,18,Male,Single,Urban,High School,Employed,303,English
238,36,Female,Divorced,Rural,Bachelor,Employed,1248,German
239,29,Male,Married,Suburban,Master,Self-Employed,2057,English
240,41,Male,Married,Urban,Bachelor,Self-Employed,1895,Spanish
241,28,Female,Married,Urban,Master,Employed,2835,French
242,34,Male,Married,Suburban,Bachelor,Employed,1599,English
243,39,Male,Married,Urban,Bachelor,Self-Employed,1977,German
244,41,Female,Married,Suburban,Professional Certification,Employed,5048,English
245,25,Female,Married,Rural,Master,Employed,2852,German
246,32,Male,Married,Urban,Bachelor,Employed,1892,English
247,31,Male,Married,Rural,Bachelor,Employed,786,French
248,29,Male,Married,Suburban,Master,Employed,3418,English
249,49,Male,Divorced,Suburban,Bachelor,Employed,1762,French
250,38,Male,Single,Rural,Bachelor,Employed,1849,French
251,24,Male,Single,Rural,Master,Retired,2101,English
252,42,Female,Single,Urban,Bachelor,Self-Employed,1649,English
253,51,Male,Married,Rural,Bachelor,Self-Employed,2136,French
254,43,Female,Divorced,Suburban,PhD,Employed,5851,German
255,22,Male,Single,Suburban,PhD,Employed,6943,French
256,31,Female,Married,Suburban,PhD,Employed,3010,German
257,45,Male,Married,Urban,PhD,Employed,3441,English
258,29,Female,Married,Rural,Master,Employed,1953,Spanish
259,38,Male,Married,Urban,Bachelor,Employed,918,English
260,41,Female,Married,Suburban,Bachelor,Employed,1058,English
261,27,Female,Married,Rural,Master,Self-Employed,3820,German
262,34,Female,Married,Rural,Professional Certification,Self-Employed,6956,German
263,18,Female,Single,Urban,High School,Student,431,English
264,26,Male,Single,Suburban,Master,Employed,3684,English
265,32,Female,Single,Rural,Bachelor,Employed,1223,French
266,25,Female,Married,Urban,Bachelor,Employed,1342,French
267,48,Female,Married,Suburban,Bachelor,Self-Employed,2144,Spanish
268,23,Female,Single,Rural,Master,Retired,3446,French
269,31,Male,Married,Suburban,Bachelor,Employed,915,German
270,36,Male,Married,Rural,PhD,Employed,3267,French
271,46,Female,Single,Rural,Bachelor,Employed,1469,French
272,23,Female,Single,Rural,Bachelor,Retired,897,English
273,44,Female,Married,Suburban,Professional Certification,Employed,5853,English
274,35,Male,Married,Rural,Bachelor,Unemployed,1725,Spanish
275,27,Female,Single,Urban,PhD,Unemployed,5143,French
276,38,Male,Single,Urban,Bachelor,Self-Employed,1163,French
277,36,Female,Married,Urban,Bachelor,Employed,1839,Spanish
278,30,Female,Married,Rural,PhD,Employed,5118,German
279,35,Female,Married,Rural,Bachelor,Employed,1926,French
280,31,Male,Single,Urban,Master,Employed,2010,German
281,35,Male,Single,Suburban,Bachelor,Employed,2157,German
282,40,Male,Married,Urban,Bachelor,Employed,1495,French
283,47,Male,Divorced,Urban,Bachelor,Self-Employed,819,German
284,25,Male,Married,Suburban,Master,Employed,3754,German
285,52,Male,Married,Suburban,Bachelor,Self-Employed,1403,French
286,19,Male,Single,Urban,High School,Student,519,English
287,33,Female,Married,Rural,Master,Employed,2819,Spanish
288,39,Female,Married,Suburban,Professional Certification,Employed,6874,Spanish
289,37,Male,Married,Rural,Bachelor,Employed,908,German
290,30,Female,Married,Rural,Master,Employed,2798,German
291,33,Male,Married,Suburban,Bachelor,Employed,1228,Spanish
292,31,Male,Single,Suburban,Master,Employed,1851,English
293,30,Female,Married,Rural,Master,Employed,2406,English
294,41,Male,Married,Rural,Master,Employed,3566,Spanish
295,37,Male,Married,Rural,Bachelor,Employed,2229,German
296,29,Female,Single,Rural,Master,Employed,1756,German
297,42,Male,Married,Suburban,Bachelor,Employed,1854,French
298,37,Male,Single,Suburban,PhD,Self-Employed,6441,German
299,41,Female,Married,Rural,Bachelor,Employed,1067,French
300,40,Male,Married,Urban,Bachelor,Employed,1097,French
301,28,Female,Single,Urban,Master,Employed,1580,Spanish
302,30,Female,Married,Urban,Master,Employed,2710,German
303,40,Male,Single,Rural,Bachelor,Employed,1228,German
304,39,Male,Single,Rural,Master,Unemployed,2945,Spanish
305,34,Female,Married,Rural,Bachelor,Self-Employed,1564,English
306,35,Female,Married,Suburban,Bachelor,Employed,1140,English
307,45,Female,Single,Urban,PhD,Employed,5637,Spanish
308,30,Male,Married,Rural,Master,Employed,2418,French
309,39,Male,Single,Suburban,Bachelor,Employed,1019,Spanish
310,33,Male,Married,Suburban,Professional Certification,Employed,7690,French
311,33,Male,Single,Suburban,Bachelor,Employed,2074,German
312,43,Male,Married,Rural,Master,Self-Employed,1895,English
313,41,Female,Single,Rural,PhD,Self-Employed,5991,Spanish
314,41,Male,Married,Urban,Professional Certification,Employed,7452,German
315,45,Male,Married,Rural,Bachelor,Employed,1905,German
316,35,Male,Married,Rural,PhD,Self-Employed,6927,English
317,40,Male,Married,Rural,Bachelor,Employed,911,French
318,32,Male,Married,Suburban,Master,Employed,2306,English
319,37,Male,Single,Urban,Bachelor,Employed,1521,English
320,33,Female,Married,Rural,Bachelor,Employed,887,German
321,35,Female,Married,Rural,Bachelor,Employed,1588,German
322,39,Female,Married,Rural,Bachelor,Employed,1847,English
323,28,Female,Married,Suburban,Master,Employed,2022,English
324,51,Male,Married,Suburban,Bachelor,Self-Employed,937,German
325,26,Female,Married,Suburban,Master,Employed,2774,English
326,25,Male,Divorced,Urban,Bachelor,Employed,1675,German
327,44,Female,Married,Rural,Bachelor,Employed,831,French
328,41,Male,Single,Suburban,Bachelor,Employed,1311,German
329,39,Female,Married,Urban,Bachelor,Employed,2061,German
330,40,Female,Divorced,Urban,Bachelor,Employed,1444,German
331,34,Female,Single,Urban,Bachelor,Employed,2278,German
332,27,Female,Divorced,Urban,PhD,Employed,4247,French
333,35,Male,Married,Rural,Master,Employed,3555,English
334,29,Male,Single,Suburban,Bachelor,Employed,1615,French
335,42,Male,Married,Urban,Master,Employed,2624,English
336,33,Male,Married,Suburban,PhD,Employed,6365,French
337,28,Female,Single,Urban,Master,Employed,3133,Spanish
338,32,Female,Single,Rural,Bachelor,Employed,1826,Spanish
339,38,Female,Married,Urban,Master,Unemployed,3005,Spanish
340,30,Male,Married,Suburban,Master,Self-Employed,3260,Spanish
341,28,Female,Single,Urban,PhD,Self-Employed,6854,German
342,36,Male,Single,Rural,Master,Employed,1961,English
343,36,Male,Married,Urban,Bachelor,Employed,1856,Spanish
344,30,Female,Single,Urban,Master,Employed,3947,Spanish
345,31,Female,Single,Rural,Bachelor,Employed,722,Spanish
346,36,Female,Married,Suburban,Master,Self-Employed,2990,Spanish
347,23,Male,Single,Suburban,Master,Retired,2274,Spanish
348,23,Male,Single,Rural,Master,Retired,1598,French
349,29,Male,Married,Rural,Master,Self-Employed,2622,Spanish
350,33,Male,Married,Urban,Bachelor,Employed,1937,English
351,37,Female,Married,Urban,Bachelor,Employed,1848,English
352,46,Female,Married,Rural,PhD,Employed,6731,Spanish
353,41,Female,Married,Suburban,Bachelor,Employed,1731,English
354,33,Male,Married,Urban,Bachelor,Employed,1934,English
355,34,Male,Single,Urban,Bachelor,Employed,2030,English
356,26,Male,Married,Rural,Master,Employed,3818,German
357,34,Male,Single,Rural,Master,Employed,3121,Spanish
358,32,Female,Married,Rural,Professional Certification,Employed,7394,Spanish
359,37,Male,Divorced,Urban,Bachelor,Employed,2224,French
360,28,Male,Married,Urban,Master,Employed,2055,French
361,39,Male,Divorced,Suburban,Professional Certification,Employed,5800,German
362,47,Male,Divorced,Urban,Master,Self-Employed,2402,English
363,34,Female,Married,Suburban,Bachelor,Unemployed,993,French
364,38,Female,Single,Urban,Professional Certification,Employed,6748,Spanish
365,40,Female,Married,Suburban,Bachelor,Employed,1934,German
366,31,Female,Married,Urban,Bachelor,Employed,1654,French
367,36,Female,Married,Rural,Bachelor,Employed,1710,French
368,35,Female,Married,Urban,Professional Certification,Employed,7430,English
369,35,Female,Married,Suburban,Master,Employed,1612,French
370,28,Female,Divorced,Suburban,Bachelor,Employed,970,French
371,35,Female,Married,Suburban,Master,Employed,2335,German
372,38,Female,Divorced,Rural,PhD,Employed,5545,Spanish
373,46,Female,Single,Urban,Bachelor,Employed,1503,English
374,42,Female,Single,Suburban,Bachelor,Employed,1811,German
375,52,Female,Married,Rural,Bachelor,Unemployed,912,German
376,28,Female,Married,Urban,PhD,Employed,6685,German
377,41,Male,Single,Suburban,Master,Employed,3099,Spanish
378,36,Female,Married,Suburban,Professional Certification,Self-Employed,7890,Spanish
379,52,Male,Married,Suburban,Master,Employed,2764,English
380,28,Female,Single,Urban,Master,Employed,1770,German
381,28,Male,Married,Urban,Master,Employed,2431,French
382,30,Male,Married,Urban,Master,Employed,2793,Spanish
383,18,Male,Single,Suburban,Middle school,Employed,222,French
384,30,Male,Single,Suburban,Bachelor,Employed,2284,French
385,28,Male,Single,Suburban,Master,Employed,3154,French
386,36,Male,Married,Urban,Bachelor,Employed,2231,English
387,37,Female,Married,Urban,Professional Certification,Employed,7453,German
388,50,Male,Divorced,Urban,Bachelor,Employed,2215,Spanish
389,42,Female,Single,Suburban,Bachelor,Employed,1084,Spanish
390,30,Male,Single,Suburban,Master,Employed,2661,Spanish
391,27,Male,Married,Rural,Bachelor,Employed,1946,German
392,38,Female,Married,Suburban,PhD,Employed,4675,English
393,24,Male,Single,Urban,Master,Retired,2887,Spanish
394,49,Female,Married,Urban,Bachelor,Employed,865,English
395,44,Female,Married,Rural,Bachelor,Employed,1437,German
396,31,Male,Married,Rural,Master,Employed,1801,Spanish
397,21,Female,Single,Suburban,Bachelor,Student,916,French
398,45,Male,Married,Rural,Master,Employed,2650,Spanish
399,34,Male,Single,Rural,PhD,Self-Employed,6337,Spanish
400,44,Male,Married,Rural,PhD,Employed,4004,English
401,22,Female,Single,Suburban,Master,Employed,1861,Spanish
402,30,Female,Married,Rural,Master,Employed,2774,Spanish
403,35,Male,Married,Suburban,Bachelor,Employed,1972,French
404,35,Female,Married,Suburban,Master,Employed,1800,English
405,31,Male,Married,Urban,Bachelor,Employed,742,German
406,39,Male,Married,Rural,Master,Unemployed,3315,English
407,26,Male,Married,Urban,Master,Self-Employed,3854,French
408,33,Female,Single,Urban,Bachelor,Employed,969,French
409,35,Female,Married,Urban,PhD,Employed,4883,English
410,39,Male,Married,Rural,Master,Employed,3443,Spanish
411,40,Male,Divorced,Urban,Bachelor,Employed,1659,Spanish
412,26,Male,Divorced,Suburban,Bachelor,Unemployed,1800,English
413,22,Female,Single,Rural,Master,Student,3321,French
414,45,Male,Married,Urban,Bachelor,Employed,847,French
415,37,Male,Married,Urban,Bachelor,Employed,2144,Spanish
416,29,Male,Single,Suburban,Master,Self-Employed,1831,Spanish
417,47,Male,Divorced,Rural,Professional Certification,Employed,6694,French
418,35,Female,Single,Rural,Master,Unemployed,2261,French
419,44,Female,Single,Suburban,Master,Self-Employed,3553,English
420,35,Male,Single,Suburban,Bachelor,Self-Employed,2087,French
421,51,Male,Divorced,Urban,Bachelor,Self-Employed,777,French
422,49,Female,Married,Suburban,Bachelor,Employed,1938,French
423,33,Female,Single,Urban,Bachelor,Employed,785,Spanish
424,42,Female,Married,Urban,Bachelor,Employed,2245,German
425,40,Female,Married,Urban,Bachelor,Employed,730,Spanish
426,45,Female,Married,Urban,Bachelor,Employed,1274,Spanish
427,27,Male,Married,Suburban,PhD,Employed,4078,French
428,40,Male,Married,Suburban,Master,Employed,2615,English
429,43,Female,Married,Urban,Bachelor,Unemployed,1825,French
430,20,Female,Single,Rural,Master,Student,3634,English
431,25,Female,Single,Rural,Bachelor,Employed,1904,English
432,18,Male,Single,Suburban,High School,Student,409,Spanish
433,32,Female,Single,Suburban,Professional Certification,Employed,7458,German
434,40,Female,Single,Urban,Bachelor,Self-Employed,2252,French
435,47,Male,Single,Suburban,Bachelor,Employed,2295,French
436,35,Male,Married,Urban,Bachelor,Employed,1623,Spanish
437,48,Female,Married,Urban,Bachelor,Employed,1338,Spanish
438,23,Male,Single,Suburban,Master,Retired,3162,English
439,21,Female,Single,Suburban,Bachelor,Employed,1210,English
440,34,Male,Single,Urban,Bachelor,Employed,1825,French
441,38,Male,Divorced,Rural,Master,Employed,1563,English
442,34,Male,Single,Rural,Master,Self-Employed,3094,French
443,18,Male,Single,Suburban,High School,Employed,675,English
444,34,Female,Single,Urban,Master,Employed,2412,German
445,24,Female,Single,Suburban,Master,Retired,2094,Spanish
446,40,Female,Single,Urban,Professional Certification,Self-Employed,6469,Spanish
447,37,Male,Single,Urban,Bachelor,Unemployed,1369,Spanish
448,27,Female,Married,Urban,PhD,Unemployed,4210,French
449,30,Female,Married,Rural,Master,Self-Employed,2770,Spanish
450,26,Female,Married,Suburban,Master,Unemployed,3225,English
451,34,Female,Single,Urban,Master,Unemployed,2091,English
452,42,Female,Married,Suburban,Bachelor,Employed,702,Spanish
453,27,Male,Divorced,Rural,Master,Unemployed,2605,French
454,39,Male,Married,Urban,Bachelor,Employed,1558,French
455,30,Female,Married,Suburban,Bachelor,Employed,1319,German
456,28,Female,Married,Rural,Master,Employed,2540,French
457,34,Male,Married,Suburban,Professional Certification,Employed,6798,Spanish
458,26,Male,Divorced,Suburban,Bachelor,Employed,1299,English
459,30,Male,Single,Suburban,Master,Employed,2817,English
460,25,Female,Single,Rural,Bachelor,Employed,1951,Spanish
461,50,Female,Single,Suburban,Bachelor,Employed,1928,German
462,35,Male,Single,Suburban,Bachelor,Self-Employed,2148,Spanish
463,29,Male,Single,Suburban,Bachelor,Employed,2100,Spanish
464,36,Male,Divorced,Urban,Bachelor,Employed,2075,English
465,34,Female,Single,Urban,Bachelor,Self-Employed,2103,German
466,33,Female,Married,Rural,Bachelor,Employed,736,German
467,39,Male,Married,Suburban,Bachelor,Self-Employed,1670,German
468,41,Female,Married,Suburban,Bachelor,Employed,909,German
469,30,Male,Married,Rural,Bachelor,Employed,1467,English
