customer_id,monthly_call_count,monthly_call_duration,international_call_duration,call_drop_count,sms_usage_per_month
433,40,144,41,5,74
434,193,676,96,23,50
435,171,563,4,0,94
436,152,415,88,11,88
437,76,158,46,17,55
438,108,526,88,29,59
439,25,301,41,23,12
440,105,667,63,25,45
441,46,690,74,24,64
442,166,96,98,24,44
443,58,507,55,28,26
444,173,168,79,23,85
445,96,71,65,28,67
446,104,517,44,11,90
447,52,142,67,23,90
448,191,169,36,24,80
449,106,93,75,21,70
450,95,622,82,0,33
451,50,183,20,23,32
452,101,66,26,8,87
453,71,86,70,25,14
454,132,546,82,10,15
455,185,586,65,7,15
456,138,376,41,29,94
457,117,449,37,17,44
458,130,399,28,18,83
459,144,620,86,2,56
460,54,79,51,28,64
461,88,359,95,28,42
462,59,87,48,19,62
463,50,531,93,6,31
464,69,590,50,5,58
465,54,633,76,23,54
466,170,675,42,28,72
467,128,453,81,25,56
468,70,159,56,27,59
469,50,497,67,9,97
470,104,397,27,0,65
471,135,257,98,1,90
472,81,625,84,23,56
473,197,636,12,3,80
474,46,183,31,23,11
475,199,294,93,13,90
476,153,493,78,15,39
477,145,605,70,22,94
478,53,507,0,8,17
479,92,329,92,6,54
480,106,254,65,17,33
481,170,270,35,15,17
482,137,154,21,14,88
483,140,452,78,17,14
484,157,224,15,17,40
485,112,353,48,2,92
486,57,526,58,3,25
487,157,236,95,26,72
488,78,172,91,5,90
489,191,259,95,26,90
490,195,695,80,28,37
491,198,373,43,17,29
492,198,243,28,28,91
493,112,157,6,18,21
494,155,621,76,24,11
495,125,656,18,14,67
496,164,516,12,10,39
497,144,188,76,2,68
498,107,583,10,4,16
499,56,648,72,20,55
500,145,437,99,22,93
501,88,580,98,14,28
502,121,382,14,9,71
503,49,77,75,17,58
504,59,385,60,25,74
505,140,169,26,29,46
506,85,598,34,5,58
507,102,212,41,24,82
508,186,432,76,5,84
509,185,601,14,18,79
510,56,124,10,5,97
511,129,286,19,14,60
512,114,151,48,3,67
513,89,125,66,17,59
514,124,473,88,16,49
515,55,464,15,1,16
516,107,427,23,10,43
517,70,572,54,26,27
518,91,656,14,18,55
519,137,579,90,27,75
520,23,417,58,1,44
521,173,495,71,27,53
522,194,87,80,22,12
523,193,640,58,3,38
524,32,493,20,5,52
525,199,441,15,23,87
526,99,201,22,16,47
527,183,173,52,20,11
528,103,173,60,11,12
529,96,291,5,24,26
530,93,362,76,24,87
531,108,116,60,2,96
532,136,303,62,0,97
533,34,208,16,18,68
534,90,687,95,22,81
535,83,469,73,13,27
536,154,501,12,5,39
537,36,186,5,21,47
538,32,597,46,23,93
539,91,251,82,22,61
540,146,349,52,24,34
541,27,585,97,3,42
542,22,536,21,2,27
543,67,80,32,1,91
544,109,351,42,12,31
545,51,453,85,27,44
546,30,239,8,27,53
547,120,371,61,27,66
548,95,554,84,26,31
549,71,66,8,7,18
550,149,189,36,12,63
551,123,110,73,23,20
552,110,550,36,11,92
553,121,81,15,6,99
554,152,498,49,27,16
555,185,680,48,22,32
556,44,283,63,29,65
557,177,233,82,25,34
558,67,691,71,10,74
559,140,579,84,2,37
560,45,331,91,6,94
561,116,545,46,16,89
562,93,370,47,16,95
563,103,558,71,15,43
564,163,285,1,4,49
565,107,274,3,17,28
566,183,389,8,17,27
567,166,527,48,4,79
568,176,684,13,6,83
569,175,462,66,20,47
570,144,410,71,15,94
571,118,246,41,28,28
572,158,65,54,8,91
573,125,630,71,11,14
574,20,184,51,16,20
575,48,462,75,20,51
576,124,574,95,19,57
577,86,123,17,13,52
578,191,253,35,27,68
579,178,253,71,13,51
580,43,492,68,1,84
581,139,326,20,1,54
582,128,696,3,6,40
583,136,536,55,18,66
584,26,527,89,12,15
585,22,443,38,3,92
586,128,96,89,0,75
587,196,254,28,25,14
588,28,459,46,18,42
589,88,508,79,12,65
590,87,517,1,25,62
591,199,497,55,21,39
592,147,153,76,10,33
593,140,331,76,14,88
594,117,515,74,6,68
595,186,650,44,8,60
596,52,154,6,11,85
597,67,594,19,7,64
598,74,670,59,2,45
599,180,344,23,23,14
600,75,235,60,1,40
601,74,353,86,7,14
602,67,467,13,9,32
603,144,224,89,14,59
604,44,603,42,24,32
605,91,694,15,15,73
606,85,100,10,23,55
607,127,127,44,13,41
608,187,330,76,23,48
609,35,651,90,2,33
610,88,485,96,4,61
611,115,515,88,25,45
612,192,217,72,17,87
613,108,156,47,0,91
614,27,268,25,26,62
615,87,534,63,0,53
616,121,479,75,3,92
617,76,544,40,13,75
618,112,117,9,9,53
619,20,306,52,24,24
620,122,415,67,1,69
621,84,399,50,15,57
622,46,343,0,26,69
623,78,555,81,2,59
624,136,96,28,8,80
625,21,320,11,28,18
626,56,91,42,20,50
627,75,290,99,25,63
628,26,590,52,12,30
629,22,449,48,25,16
630,189,570,54,12,90
631,46,554,29,8,36
632,170,366,4,3,98
633,36,68,98,3,27
634,88,396,7,5,12
635,36,414,46,17,84
636,62,323,99,0,28
637,164,176,38,5,53
638,142,230,81,22,22
639,93,666,9,6,51
640,72,462,68,9,99
641,50,113,85,22,74
642,108,560,49,11,91
643,43,217,46,29,28
644,125,648,40,27,39
645,35,279,33,29,38
646,41,586,80,14,86
647,136,60,41,2,32
648,65,156,97,6,34
649,169,574,8,5,77
650,190,540,76,19,11
651,98,139,39,21,37
652,147,304,10,4,81
653,167,165,19,6,63
654,173,433,47,25,66
655,81,445,39,15,96
656,25,693,84,13,97
657,175,377,86,3,75
658,35,160,97,14,99
659,70,232,22,8,33
660,94,142,5,13,41
661,24,548,23,9,23
662,85,149,71,13,73
663,122,497,19,24,26
664,100,425,4,27,83
665,71,594,82,21,59
666,159,331,28,0,25
667,173,343,77,12,55
668,177,679,21,10,47
669,91,394,25,2,42
670,104,607,58,23,64
671,99,459,88,11,55
672,64,150,48,3,83
673,48,566,22,2,52
674,47,326,73,21,68
675,166,320,34,12,73
676,96,449,91,2,68
677,76,354,99,22,21
678,146,109,72,19,79
679,118,539,31,22,56
680,150,139,17,20,18
681,190,132,38,18,82
682,136,104,83,23,68
683,89,398,35,27,95
684,112,356,89,11,54
685,168,290,90,20,39
686,109,573,22,17,71
687,58,694,69,2,31
688,153,363,92,4,39
689,108,101,27,23,43
690,143,95,81,19,80
691,132,344,0,9,52
692,138,535,0,4,80
693,146,243,73,15,45
694,172,166,30,27,38
695,127,550,58,2,70
696,192,318,90,15,44
697,180,439,23,16,73
698,152,440,46,4,33
699,20,433,45,25,37
700,91,255,51,26,67
701,175,263,40,21,36
702,99,369,60,20,68
703,97,197,94,17,27
704,103,416,46,3,61
705,137,269,91,8,85
706,37,477,68,16,52
707,199,256,95,16,62
708,53,264,22,23,57
709,83,532,32,28,43
710,106,295,56,7,58
711,57,597,83,14,58
712,70,417,26,17,28
713,142,99,8,23,89
714,167,178,16,10,91
715,164,552,69,27,94
716,179,380,76,22,85
717,181,111,19,24,81
718,90,325,44,21,74
719,130,616,44,2,38
720,86,218,10,8,60
721,86,76,94,24,46
722,150,641,33,18,60
723,188,256,59,7,26
724,167,433,18,2,70
725,58,418,96,4,53
726,192,163,83,29,24
727,179,287,1,3,76
728,163,226,31,29,48
729,99,527,19,2,85
730,135,578,42,10,20
731,126,409,54,24,76
732,112,165,15,24,80
733,127,225,98,29,47
734,181,227,26,13,54
735,81,163,90,22,56
736,39,614,46,9,40
737,183,570,35,0,78
738,70,590,95,13,12
739,174,205,30,28,84
740,44,681,38,28,85
741,108,688,58,6,98
742,191,273,8,19,20
743,180,438,19,14,88
744,100,304,61,1,26
745,115,77,62,15,54
746,198,364,72,0,88
747,128,415,88,26,95
748,197,353,56,26,29
749,137,458,1,5,47
750,23,443,47,20,67
751,135,342,89,14,77
752,130,424,31,28,67
753,82,158,5,1,62
754,81,388,30,1,69
755,40,662,75,6,94
756,186,615,91,10,49
757,162,670,94,27,55
758,127,532,35,2,51
759,154,559,39,6,78
760,168,682,19,24,77
761,26,456,95,15,50
762,97,134,82,0,97
763,169,549,77,4,20
764,165,613,6,6,83
765,181,84,52,4,61
766,182,146,30,7,90
767,124,183,49,6,41
768,81,525,37,27,75
769,123,410,57,28,67
770,109,498,90,14,34
771,175,127,30,6,30
772,141,320,2,17,72
773,123,82,6,5,36
774,136,305,82,3,78
775,38,522,75,26,39
776,117,548,13,7,39
777,199,363,59,26,66
778,96,296,32,28,61
779,140,646,62,7,95
780,91,102,3,14,46
781,132,299,13,7,39
782,192,437,12,13,59
783,198,464,61,25,13
784,38,448,39,29,68
785,68,368,82,12,89
786,184,345,10,28,47
787,192,74,5,29,10
788,157,156,98,1,53
789,122,216,34,3,83
790,159,325,62,14,85
791,170,205,33,8,21
792,21,529,50,3,51
793,192,616,47,11,34
794,194,609,27,26,94
795,149,325,63,25,38
796,78,142,92,16,79
797,27,488,11,17,59
798,174,252,83,10,57
799,36,670,6,13,37
800,54,615,33,27,69
801,148,676,6,19,19
802,59,144,49,23,55
803,133,97,58,22,80
804,141,543,36,10,35
805,61,162,33,17,58
806,31,659,5,3,61
807,58,263,91,17,28
808,56,283,23,20,88
809,193,365,23,0,21
810,111,327,72,7,37
811,132,247,91,0,36
812,78,456,80,29,40
813,136,172,76,3,37
814,151,208,1,12,45
815,171,685,58,28,97
816,174,275,40,19,35
817,162,608,56,28,35
818,82,225,4,19,38
819,146,169,72,15,18
820,169,394,67,28,68
821,186,549,80,15,41
822,143,647,61,25,57
823,194,307,70,7,68
824,20,276,45,17,17
825,104,490,32,3,98
826,192,581,11,29,41
827,72,319,74,1,28
828,106,611,70,22,43
829,124,688,62,3,37
830,32,661,21,21,63
831,39,341,50,6,84
832,153,182,66,28,70
833,127,177,88,0,99
834,110,659,70,17,12
835,182,595,17,1,58
836,39,516,34,25,10
837,157,344,62,0,95
838,92,453,21,23,95
839,155,208,81,7,27
840,169,670,23,26,24
841,170,260,43,19,53
842,81,627,9,18,43
843,80,407,29,15,86
844,81,173,71,19,28
845,112,257,18,16,91
846,46,243,51,1,38
847,180,283,13,12,76
848,137,401,54,24,59
849,100,490,95,19,56
850,120,95,17,21,10
851,88,429,9,14,18
852,59,410,38,16,56
853,23,474,46,27,14
854,161,268,39,25,23
855,192,92,29,7,93
856,133,600,39,9,53
857,83,159,19,18,78
858,42,439,26,28,15
859,120,314,81,2,48
860,84,604,40,15,29
861,54,404,68,13,99
862,85,690,73,18,10
863,115,543,42,6,66
864,45,564,65,11,31
865,82,249,90,4,60
866,60,374,99,0,92
867,180,308,50,10,20
868,126,321,94,12,17
869,175,370,73,13,22
870,61,481,94,26,15
871,122,80,52,12,25
872,123,697,28,15,64
873,98,353,77,0,37
874,61,152,56,22,96
875,83,306,18,7,47
876,145,111,24,21,95
877,48,595,37,5,59
878,195,631,59,21,57
879,86,312,67,12,56
880,163,310,41,5,94
881,50,124,27,9,37
882,22,163,12,29,17
883,43,561,76,9,71
884,26,157,58,17,17
885,185,297,58,17,91
886,89,277,37,6,36
887,71,214,63,6,60
888,84,581,0,20,87
889,153,632,73,14,71
890,197,192,87,13,14
891,147,142,45,18,21
892,41,405,63,17,97
893,36,185,88,23,80
894,49,669,58,15,37
895,98,307,10,7,22
896,170,322,14,1,98
897,29,264,62,24,88
898,39,568,13,25,39
899,178,579,30,4,12
900,189,541,66,3,21
901,58,448,82,26,67
902,42,670,54,15,71
903,151,574,73,12,59
904,198,617,62,25,91
905,120,621,6,6,33
906,124,230,28,24,81
907,150,598,40,3,20
908,145,586,46,9,40
909,115,352,26,27,79
910,36,541,91,6,97
911,173,434,52,14,39
912,33,541,61,8,15
913,169,679,30,26,21
914,194,560,66,5,92
915,146,655,43,18,86
916,78,695,16,13,78
917,114,203,54,17,89
918,101,378,58,22,34
919,163,257,39,1,63
920,85,297,87,22,22
921,54,572,34,21,13
922,182,350,19,26,45
923,70,428,70,25,96
924,131,125,58,21,54
925,123,396,51,8,49
926,58,557,77,14,68
927,29,438,86,29,26
928,114,142,18,28,88
929,83,114,44,24,73
930,40,446,18,27,73
931,142,688,54,3,79
932,43,431,51,19,23
933,143,556,29,11,53
934,64,524,70,17,91
935,99,106,93,20,52
936,91,458,57,24,56
937,139,636,17,8,43
938,190,173,41,28,99
939,99,516,13,4,88
940,152,80,45,18,57
941,109,221,9,13,95
942,115,325,10,26,13
943,23,213,20,12,13
944,183,548,54,29,50
945,186,345,16,25,99
946,37,448,87,24,41
947,148,194,82,4,39
948,183,299,82,24,30
949,127,136,20,18,64
950,95,288,5,12,49
951,94,317,78,19,57
952,33,570,62,22,11
953,81,449,64,21,78
954,84,349,15,29,11
955,75,395,47,27,27
956,75,103,62,29,98
957,175,496,10,11,68
958,71,610,99,24,28
959,112,667,0,9,40
960,150,255,19,23,62
961,78,109,50,21,27
962,127,682,80,4,65
963,67,523,99,11,64
964,69,365,71,17,70
965,71,315,92,26,13
966,195,296,88,13,85
967,146,152,22,25,27
968,51,535,42,19,61
969,44,648,92,24,44
970,184,580,45,5,73
971,191,156,71,1,99
972,45,493,73,23,55
973,29,246,58,10,96
974,99,156,52,21,39
975,128,324,18,15,57
976,99,481,62,29,55
977,166,595,12,20,37
978,154,620,96,5,98
979,96,375,94,26,31
980,111,317,40,12,15
981,98,351,40,19,43
982,126,444,80,14,68
983,175,670,46,16,71
984,77,105,70,18,41
985,199,139,37,12,68
986,118,570,85,12,87
987,133,465,24,10,71
988,184,233,0,8,52
989,158,585,29,29,36
990,174,144,73,0,93
991,157,501,7,10,67
992,171,522,10,12,64
993,76,295,43,26,76
994,26,607,1,11,89
995,180,392,94,15,79
996,29,60,67,23,24
997,141,157,26,8,39
998,147,120,46,24,27
999,122,592,33,18,48
1000,55,263,63,13,92
1001,192,674,83,14,88
1002,32,141,35,4,38
1003,196,645,20,14,26
1004,156,477,26,14,47
1005,53,493,85,26,12
1006,31,685,35,2,47
1007,67,585,23,16,56
1008,174,553,11,4,34
1009,81,306,88,9,22
1010,80,435,49,28,18
1011,155,473,73,21,76
1012,24,226,75,17,80
1013,184,362,16,11,26
1014,20,171,6,13,18
1015,114,218,39,15,17
1016,130,68,9,5,71
1017,29,108,99,26,98
1018,115,142,27,23,57
1019,134,407,25,19,70
1020,86,491,87,8,86
1021,181,249,85,1,47
1022,159,539,0,3,57
1023,23,342,69,20,78
1024,151,127,34,15,69
1025,191,110,94,22,18
1026,88,149,10,19,58
1027,174,405,61,12,91
1028,159,611,20,22,10
1029,54,420,36,0,56
1030,134,162,54,20,78
1031,98,345,60,0,93
1032,180,122,66,7,22
1033,66,341,90,6,13
1034,120,285,63,9,54
1035,135,533,86,20,30
1036,137,150,58,19,73
1037,46,88,12,0,95
1038,95,492,90,28,92
1039,51,222,76,26,86
1040,167,266,83,15,94
1041,195,310,22,16,67
1042,184,555,92,11,51
1043,111,99,82,23,32
1044,167,302,59,21,43
1045,159,439,47,2,66
1046,49,445,79,19,86
1047,192,519,93,24,83
1048,176,179,61,6,87
1049,82,203,60,13,84
1050,54,479,95,21,52
1051,51,695,21,23,40
1052,149,160,25,28,91
1053,75,411,48,23,27
1054,49,471,51,9,96
1055,105,341,7,7,15
1056,50,620,89,20,65
1057,38,319,90,1,28
1058,190,606,79,7,29
1059,61,86,91,21,23
1060,128,520,2,26,78
1061,30,321,85,12,87
1062,123,120,53,13,17
1063,37,411,10,1,17
1064,59,161,63,22,95
1065,171,589,72,12,38
1066,32,307,28,28,57
1067,192,300,18,11,29
1068,38,479,0,1,86
1069,167,428,50,16,25
1070,84,572,29,19,69
1071,109,197,24,27,93
1072,124,418,96,8,69
1073,27,451,18,14,19
1074,167,102,3,16,40
1075,181,194,95,27,69
1076,90,409,43,22,45
1077,120,124,98,0,37
1078,143,636,88,29,47
1079,182,83,72,26,88
1080,128,397,90,13,76
1081,22,665,88,21,44
1082,73,698,29,4,96
1083,168,133,74,28,31
1084,50,653,14,25,75
1085,70,557,45,25,40
1086,147,316,25,2,70
1087,88,486,41,29,69
1088,142,559,16,3,36
1089,32,697,60,0,89
1090,198,136,70,24,76
1091,58,172,56,19,83
1092,114,503,27,6,97
1093,145,607,80,21,23
1094,135,370,93,3,65
1095,90,661,69,26,87
1096,185,272,22,28,86
1097,144,326,91,12,38
1098,83,316,11,2,59
1099,172,94,11,3,13
1100,137,649,55,15,81
1101,197,386,92,15,29
1102,46,275,36,9,66
1103,160,424,46,23,70
1104,165,447,96,1,92
1105,72,505,54,13,30
1106,158,678,12,3,53
1107,124,76,14,16,53
1108,134,88,84,0,60
1109,179,625,33,8,17
1110,160,404,8,23,36
1111,146,513,5,5,16
1112,188,645,7,20,62
1113,25,276,14,3,54
1114,44,609,11,22,81
1115,172,401,20,29,94
1116,147,400,80,12,12
1117,122,214,61,20,90
1118,88,528,9,8,34
1119,50,304,18,22,85
1120,146,255,23,28,70
1121,129,672,81,26,79
1122,125,142,2,25,35
1123,118,664,13,5,54
1124,199,66,43,0,59
1125,51,330,40,17,10
1126,63,483,57,8,90
1127,90,150,73,11,53
1128,51,96,12,28,12
1129,101,579,53,4,53
1130,79,289,8,17,54
1131,55,302,21,8,20
1132,121,324,34,19,94
1133,34,268,59,17,19
1134,39,214,19,15,19
1135,122,170,39,21,87
1136,80,590,13,5,36
1137,25,97,33,26,74
1138,112,114,77,18,39
1139,133,520,83,16,48
1140,107,182,69,2,35
1141,111,442,47,29,23
1142,112,301,31,12,73
1143,58,129,28,1,83
1144,56,182,60,27,78
1145,22,61,58,11,34
1146,138,356,2,23,33
